Organism                                                           Scaffold              Start     End       Score    SCO5086  SCO5087  SCO5088  SCO5089
Streptomyces umbrinus JCM 4521                                     NZ_BMUM01000001.1     2218111   2221806   6.1474   1        1        1        1      
Streptomyces umbrinus NPDC006429                                   NZ_JBEXZN010000017.1  148363    152058    6.1474   1        1        1        1      
Streptomyces umbrinus NPDC048579                                   NZ_JBEZJJ010000074.1  37472     41167     6.1475   1        1        1        1      
Streptomyces umbrinus NPDC050996                                   NZ_JBFARH010000029.1  2125      5820      6.1477   1        1        1        1      
Streptomyces umbrinus JCM 4958                                     NZ_BNCC01000002.1     1005966   1009662   6.1473   1        1        1        1      
Streptomyces umbrinus V2I4                                         NZ_JAUSZI010000002.1  8272997   8276685   6.1480   1        1        1        1      
Streptomyces umbrinus NPDC026010                                   NZ_JBFAFZ010000039.1  101783    105478    6.1474   1        1        1        1      
Streptomyces umbrinus NPDC021125                                   NZ_JBFAGC010000004.1  358543    362244    6.1475   1        1        1        1      
Amycolatopsis pithecellobii RM579                                  NZ_WMBA01000013.1     8836      12423     6.1428   1        1        1        1      
Saccharothrix sp. 6-C                                              NZ_CP064192.1         2967177   2970743   6.1437   1        1        1        1      
Saccharothrix sp. CB00851                                          NZ_LWLC01000019.1     118448    122018    6.1471   1        1        1        1      
Saccharothrix texasensis DSM 44231                                 NZ_RJKM01000001.1     1610161   1613727   6.1437   1        1        1        1      
Kitasatospora purpeofusca ZZ-48                                    NZ_CP170483.1         1497092   1500806   6.1451   1        1        1        1      
Streptomyces lydicus NPDC021087                                    NZ_JBIRQK010000006.1  145555    148334    5.1021   0        1        1        1      
Nocardia salmonicida NPDC023709                                    NZ_JBFAAS010000023.1  37316     45630     5.1397   1        1        1        1      
Nocardia salmonicida NPDC023709                                    NZ_JBFAAS010000004.1  291016    294608    6.1431   1        1        1        1      
Nocardia salmonicida NPDC050438                                    NZ_JBFAJU010000007.1  107557    111149    6.1431   1        1        1        1      
Nocardia salmonicida NPDC060017                                    NZ_JBHWVE010000003.1  344628    348220    6.1431   1        1        1        1      
Nocardia salmonicida NPDC060260                                    NZ_JBHXAZ010000072.1  12167     15759     6.1433   1        1        1        1      
Nocardia salmonicida NPDC060264                                    NZ_JBHXBC010000017.1  13154     16746     6.1433   1        1        1        1      
Nocardia salmonicida NBC_01413                                     NZ_CP109527.1         4400400   4403992   6.1430   1        1        1        1      
Nocardia salmonicida NPDC023876                                    NZ_JBEZZZ010000026.1  29335     32927     6.1431   1        1        1        1      
Nocardia salmonicida NPDC049670                                    NZ_JBFAOB010000002.1  588816    592408    6.1431   1        1        1        1      
Nocardia salmonicida NPDC048984                                    NZ_JBICTX010000005.1  155697    159289    6.1431   1        1        1        1      
Nocardia salmonicida NPDC020850                                    NZ_JBIRSI010000001.1  953744    957336    6.1431   1        1        1        1      
Nocardia salmonicida NPDC050802                                    NZ_JBITGD010000012.1  103316    106908    6.1431   1        1        1        1      
Nocardia salmonicida NPDC049669                                    NZ_JBITLQ010000005.1  110695    114287    6.1428   1        1        1        1      
Nocardia salmonicida NPDC005778                                    NZ_JBIAIT010000006.1  69574     73166     6.1425   1        1        1        1      
Amycolatopsis australiensis DSM 44671                              NZ_FPJG01000006.1     4482681   4486371   6.1456   1        1        1        1      
Streptomyces indonesiensis JCM 11445                               NZ_BAAAIE010000081.1  13578     17175     6.1457   1        1        1        1      
Streptomyces indonesiensis JCM 11445                               NZ_BAAAIE010000011.1  176634    180428    6.1348   1        1        1        1      
Streptomyces plumbiresistens JCM 16924                             NZ_BAAAZX010000003.1  251291    254974    6.1459   1        1        1        1      
Streptomyces plumbiresistens JCM 16924                             NZ_BAAAZX010000006.1  251915    255493    6.1389   1        1        1        1      
Streptomyces monashensis MUSC 1                                    NZ_MLYO01000017.1     35394     44231     3.0915   1        1        0        1      
Micromonospora ureilytica NPDC023970                               NZ_JBEZZI010000013.1  15866     19433     6.1423   1        1        1        1      
Micromonospora rosaria NPDC052140                                  NZ_JBIUBN010000020.1  97201     100822    6.1421   1        1        1        1      
Streptomyces venezuelae KL122B                                     NZ_JASERI010000406.1  513       4178      6.1456   1        1        1        1      
Streptomyces venezuelae ATCC 10712                                 NC_018750.1           6510201   6512598   4.0872   1        0        1        1      
Streptomyces venezuelae SS-292-2                                   NZ_JABVZM010000194.1  1175      4840      6.1457   1        1        1        1      
Streptomyces venezuelae NPDC027878                                 NZ_JBEZXH010000085.1  531       4196      6.1459   1        1        1        1      
Streptomyces venezuelae NPDC053370                                 NZ_JBITYM010000020.1  615       4280      6.1458   1        1        1        1      
Streptomyces venezuelae NPDC020443                                 NZ_JBFAEP010000034.1  23423     27046     6.1379   1        1        1        1      
Streptomyces venezuelae ATCC 15068                                 NZ_CP029194.1         2242049   2244591   4.0875   1        0        1        1      
Streptomyces venezuelae NPDC047093                                 NZ_JBEYUR010000028.1  49961     53584     6.1379   1        1        1        1      
Streptomyces venezuelae NPDC049867                                 NZ_JBITKW010000024.1  98208     101786    6.1398   1        1        1        1      
Streptomyces venezuelae ATCC 14585                                 NZ_CP029191.1         41471     45048     6.1379   1        1        1        1      
Streptomyces venezuelae NPDC060110                                 NZ_JBHWXN010000017.1  111667    115292    6.1392   1        1        1        1      
Streptomyces europaeiscabiei ID06-15                               NZ_JARAYW010000003.1  829406    832992    6.1426   1        1        1        1      
Streptomyces europaeiscabiei NBC_00494                             NZ_CP107866.1         2088967   2092746   4.1343   1        1        1        0      
Streptomyces europaeiscabiei NBC_00261                             NZ_CP108079.1         11089888  11092778  5.1074   0        1        1        1      
Salinispora vitiensis CNT-148                                      NZ_AZWJ01000002.1     225358    230509    6.1057   0        1        1        2      
Streptomyces longispororuber PBR1                                  NZ_JAMOLN010000053.1  27782     36515     3.0904   1        1        0        1      
Streptomyces longispororuber NPDC013387                            NZ_JBEYDD010000021.1  123933    127709    6.1415   1        1        1        1      
Streptomyces longispororuber NPDC013780                            NZ_JBICBE010000002.1  1042395   1046151   6.1416   1        1        1        1      
Streptomyces longispororuber JCM 4784                              NZ_BNBT01000071.1     23794     26701     5.1028   0        1        1        1      
Streptomyces tubercidicus NPDC007103                               NZ_JBIAFN010000001.1  554843    558552    6.1406   1        1        1        1      
Streptomyces alkaliterrae OF8                                      NZ_JABJXA010000016.1  5983      9645      6.1427   1        1        1        1      
Streptomyces niveus NPDC056926                                     NZ_JBHUQK010000003.1  282060    310061    6.1368   1        1        1        1      
Streptomyces ramulosus JCM 4193                                    NZ_BAAAWG010000006.1  765308    768999    4.1303   1        1        1        0      
Streptomyces enissocaesilis JCM 9088                               NZ_BAAAUD010000053.1  2396      6126      6.1459   1        1        1        1      
Salinispora pacifica CNR114                                        NZ_KI911467.1         188733    193954    6.1051   0        1        1        2      
Streptomyces ruber JCM 3131                                        NZ_BMQK01000002.1     579218    588787    3.0792   1        0        1        1      
Streptomyces yogyakartensis JCM 11448                              NZ_BAAAIH010000030.1  28337     31934     6.1467   1        1        1        1      
Actinomadura sediminis JCM 31202                                   NZ_JBHTJA010000011.1  31820     35356     4.1263   1        1        1        0      
Streptomyces yokosukanensis NPDC021960                             NZ_JBFACD010000065.1  15372     24221     3.0901   1        1        0        1      
Actinomadura montaniterrae CYP1-1B                                 NZ_WBMR01000062.1     10398     13705     4.0790   1        0        1        1      
Actinomadura montaniterrae CYP1-1B                                 NZ_WBMR01000002.1     162113    170698    4.0792   1        0        1        1      
Streptomyces prasinus NPDC005275                                   NZ_JBIAKI010000020.1  111489    115146    6.1459   1        1        1        1      
Nocardia australiensis DSM 111727                                  NZ_JAJFZM010000001.1  3180083   3194351   5.1422   1        1        1        1      
Streptomyces nodosus NPDC039450                                    NZ_JBEZCO010000013.1  32448     36220     6.1459   1        1        1        1      
Streptomyces nodosus NPDC047001                                    NZ_JBEYWD010000016.1  8728      12441     6.1445   1        1        1        1      
Streptomyces nodosus NPDC087978                                    NZ_JBIUTS010000008.1  41588     45264     6.1445   1        1        1        1      
Streptomyces nodosus NPDC090066                                    NZ_JBIVEM010000003.1  664819    668531    6.1444   1        1        1        1      
Streptodolium elevatio NPDC048946                                  NZ_JBEZFP010000098.1  13925     22935     6.1461   1        1        1        2      
Streptomyces glaucus JCM 6922                                      NZ_BAAATK010000033.1  52788     56938     6.1473   1        1        1        1      
Streptomyces scabiei ZRIMU964                                      NZ_JBJVMN010000019.1  170940    174524    6.1399   1        1        1        1      
Streptomyces scabiei NCPPB 4086                                    NZ_KL997434.1         58812     61702     5.1064   0        1        1        1      
Streptomyces scabiei MD13-11E                                      NZ_JARGEG010000039.1  2379      6180      6.1380   1        1        1        1      
Actinomadura rudentiformis HMC1                                    NZ_WBMT01000018.1     30867     40490     5.1365   1        1        1        0      
Pseudonocardia endophytica DSM 44969                               NZ_SMFZ01000002.1     2409312   2416490   6.1364   1        1        1        1      
Pseudonocardia endophytica DSM 44969                               NZ_SMFZ01000002.1     2533194   2555025   3.0751   1        0        1        1      
Streptomyces naphthomycinicus TML10                                NZ_JAINRE020000001.1  75038     86054     6.1454   1        1        1        1      
Streptomyces xanthophaeus GA114 Liu                                NZ_CP076543.1         2438305   2441149   5.1051   0        1        1        1      
Actinomadura livida JCM 3387                                       NZ_BMRO01000009.1     262939    272597    5.1334   1        1        1        0      
Kitasatospora sp. NBC_01539 NBC 01539                              NZ_CP109390.1         1629097   1632028   5.1036   0        1        1        1      
Microlunatus ginsengisoli JCM 16929                                NZ_BAABAB010000029.1  28432     42757     4.0932   1        1        0        1      
Streptomyces hyderabadensis JCM 17657                              NZ_BAABIV010000007.1  267556    279022    6.1353   1        1        1        1      
Streptomyces laculatispora NRRL B-24909                            NZ_JAFMPZ010000093.1  34792     38429     6.1442   1        1        1        1      
Streptomyces laculatispora Mut2                                    NZ_CP120992.1         2133443   2137081   3.0958   1        1        0        1      
Streptomyces badius JCM 4350                                       NZ_BMSZ01000003.1     428132    433213    7.1513   1        1        1        2      
Streptomyces fumanus NPDC048122                                    NZ_JBEZMZ010000013.1  28938     31787     5.1039   0        1        1        1      
Streptomyces fumanus JCM 4477                                      NZ_BNBI01000004.1     53444     57047     6.1468   1        1        1        1      
Streptomyces fumanus JCM 4477                                      NZ_BNBI01000007.1     31122     33948     5.1015   0        1        1        1      
Rhodococcus sp. IEGM 1330                                          NZ_JAWLSB010000004.1  8682      12276     6.1438   1        1        1        1      
Rhodococcus sp. H29-C3                                             NZ_JASITC010000011.1  18178     21739     6.1327   1        1        1        1      
Rhodococcus sp. EPR-157                                            NZ_LVCV01000617.1     0         3485      4.1264   1        1        1        1      
Rhodococcus sp. I2R                                                NZ_JAHUTG010000002.1  82196     85784     4.1338   1        1        1        1      
Rhodococcus sp. KRD197                                             NZ_JABFAO010000004.1  31575     35163     4.1343   1        1        1        1      
Rhodococcus sp. NPDC057135                                         NZ_JBHUUU010000009.1  112482    116111    3.0897   1        1        0        1      
Rhodococcus sp. C3V                                                NZ_JARJBE010000018.1  9327      12956     3.0906   1        1        0        1      
Rhodococcus sp. IEGM 1318                                          NZ_JAWLSC010000024.1  18394     22028     4.0847   1        1        0        1      
Streptomyces caeni CGMCC 1.12470                                   NZ_JBHUDX010000052.1  26939     30694     6.1458   1        1        1        1      
Actinacidiphila rubida CGMCC 4.2026                                NZ_FODD01000002.1     232245    239739    6.1413   1        1        1        1      
Actinacidiphila rubida NRRL B-24619                                NZ_MDCQ01000311.1     4633      7586      5.1092   0        1        1        1      
Actinacidiphila epipremni PRB2-1                                   NZ_JAATEJ010000019.1  45363     52318     6.1425   1        1        1        1      
Nocardia brasiliensis AUSMDU00024985                               NZ_CP046171.1         1615802   1619338   6.1370   1        1        1        1      
Nocardia brasiliensis NPDC050970                                   NZ_JBITFS010000003.1  791665    795201    6.1360   1        1        1        1      
Nocardia brasiliensis BJ06-0105                                    NZ_JADLPN010000009.1  264467    268003    6.1359   1        1        1        1      
Nocardia brasiliensis N-45                                         NZ_JADLSD010000004.1  249464    253000    6.1359   1        1        1        1      
Nocardia brasiliensis 740802916                                    NZ_JARWQF010000638.1  9590      13126     6.1358   1        1        1        1      
Nocardia brasiliensis 4323611                                      NZ_JARWRN010000867.1  601       2869      4.0813   1        0        1        1      
Nocardia brasiliensis NPDC005960                                   NZ_JBEXVG010000003.1  520419    523955    6.1361   1        1        1        1      
Nocardia brasiliensis                                              NZ_CAWMPC010000003.1  217641    221177    6.1364   1        1        1        1      
Nocardia brasiliensis NBRC 14402                                   NZ_BAFT02000110.1     128372    131908    6.1359   1        1        1        1      
Nocardia brasiliensis 760185026                                    NZ_JARWOE010000529.1  10915     14451     6.1357   1        1        1        1      
Streptomyces lutosisoli SHR3                                       NZ_JBHTBI010000085.1  13513     17322     6.1481   1        1        1        1      
Streptomyces lutosisoli SHR3                                       NZ_JBHTBI010000007.1  34180     36963     5.1085   0        1        1        1      
Saccharomonospora sp. CUA-673                                      NZ_MKKE01000002.1     136450    140101    6.1407   1        1        1        1      
Saccharomonospora sp.                                              NZ_DAHVQP010000114.1  61116     63938     5.1004   0        1        1        1      
Nocardia higoensis NBRC 100133                                     NZ_BAGA01000102.1     14224     17815     6.1442   1        1        1        1      
Nocardia higoensis BJ06-0143                                       NZ_JADLQN010000001.1  1777866   1781492   4.0876   1        1        0        1      
Streptomyces marincola SCSIO 64649                                 NZ_CP084541.1         835154    838955    6.1379   1        1        1        1      
Streptomyces marincola SCSIO 64649                                 NZ_CP084541.1         3734243   3744848   5.1394   1        1        1        1      
Streptomyces marincola SCSIO 03032                                 NZ_CP021121.1         2788105   2798691   5.1367   1        1        1        1      
Streptomyces gossypiisoli TRM 44567                                NZ_JACAOI010000059.1  4525      8452      6.1468   1        1        1        1      
Streptomyces bambusae T110                                         NZ_JAJAUZ010000101.1  3286      7183      6.1475   1        1        1        1      
Streptomyces gelaticus JCM 4376                                    NZ_BMTF01000003.1     218260    221959    6.1462   1        1        1        1      
Streptomyces sasae JR-39                                           NZ_JAUYWK010000059.1  1047      4833      6.1440   1        1        1        1      
Streptomyces phaeofaciens JCM 4125                                 NZ_BMSA01000002.1     350302    357310    6.1452   1        1        1        1      
Streptomyces phaeofaciens NPDC001881                               NZ_JBIATI010000002.1  403889    410696    6.1444   1        1        1        1      
Kitasatospora azatica KCTC 9699                                    NZ_JQMO01000003.1     2768904   2773363   3.0991   1        1        0        1      
Streptomyces durocortorensis C11-1                                 NZ_CP134500.1         7056016   7059611   6.1457   1        1        1        1      
Streptomyces caatingaensis CMAA 1322                               NZ_LFXA01000007.1     34936     38621     6.1403   1        1        1        1      
Streptomyces caatingaensis CMAA 1322                               NZ_LFXA01000002.1     210685    213541    5.1022   0        1        1        1      
Streptomyces mashuensis JCM 4059                                   NZ_BNBD01000013.1     155444    159288    6.1485   1        1        1        1      
Micromonospora yangpuensis CGMCC 4.5736                            NZ_BMMJ01000004.1     404907    408541    6.1402   1        1        1        1      
Streptomyces narbonensis NPDC033559                                NZ_JBEZVG010000084.1  82        2997      5.1142   0        1        1        1      
Streptomyces narbonensis NPDC030523                                NZ_JBEZVX010000019.1  31034     34852     6.1462   1        1        1        1      
Streptomyces narbonensis NPDC044290                                NZ_JBEZBO010000050.1  7453      11258     6.1461   1        1        1        1      
Streptomyces narbonensis CCM 7300                                  NZ_JBHUGK010000014.1  31353     35402     6.1456   1        1        1        1      
Streptomyces tateyamensis ATCC 21389                               NZ_PYBW01000027.1     49067     52751     6.1422   1        1        1        1      
Spongiactinospora rosea LHW63015                                   NZ_QMEY01000005.1     77507     81129     6.1446   1        1        1        1      
Spongiactinospora rosea LHW63015                                   NZ_QMEY01000003.1     231067    237629    7.1341   1        1        1        1      
Streptomyces sp. NBC_01538 NBC 01538                               NZ_CP109391.1         7322038   7325821   4.1353   1        1        1        0      
Salinispora sp. H7-4                                               NZ_JABZED010000002.1  176847    181993    6.1062   0        1        1        2      
Pendulispora rubella MSr11367                                      NZ_CP089983.1         10818951  10822545  6.1478   1        1        1        1      
Streptomyces omiyaensis NPDC015133                                 NZ_JBIBVA010000005.1  173887    177530    6.1420   1        1        1        1      
Nocardia stercoris NEAU-LL90                                       NZ_RFFH01000007.1     27991     31576     6.1432   1        1        1        1      
Kitasatospora aureofaciens NPDC046163                              NZ_JBEZAB010000012.1  67464     85712     6.1345   1        1        1        1      
Kitasatospora aureofaciens NPDC053072                              NZ_JBITZM010000007.1  30994     49119     6.1342   1        1        1        1      
Kitasatospora aureofaciens NPDC004000                              NZ_JBEXMP010000004.1  126962    145074    6.1342   1        1        1        1      
Kitasatospora aureofaciens NPDC053307                              NZ_JBITYV010000005.1  8407      26557     6.1341   1        1        1        1      
Kitasatospora aureofaciens CPD02                                   NZ_JAHTKP010000001.1  405654    423810    3.0898   1        1        0        1      
Kitasatospora aureofaciens NPDC087527                              NZ_JBIUXI010000003.1  371298    389463    6.1312   1        1        1        1      
Kitasatospora aureofaciens NPDC087527                              NZ_JBIUXI010000006.1  291319    294133    5.1022   0        1        1        1      
Kitasatospora aureofaciens NPDC022265                              NZ_JBFABR010000015.1  10957     13764     5.1031   0        1        1        1      
Kitasatospora aureofaciens NRRL 2209                               NZ_LBHA01000099.1     16146     34249     6.1336   1        1        1        1      
Nocardia fluminea NPDC050440                                       NZ_JBITIA010000003.1  288065    291657    6.1429   1        1        1        1      
Nocardia fluminea NPDC051059                                       NZ_JBFBCA010000001.1  221116    224708    6.1426   1        1        1        1      
Nocardia fluminea DSM 44489                                        NZ_PJMW01000003.1     204445    208037    6.1425   1        1        1        1      
Streptomyces anatolicus BG9H                                       NZ_WMBF01000270.1     130       3036      5.1064   0        1        1        1      
Micromonospora inaquosa NPDC048918                                 NZ_JBEZFR010000035.1  4101      7693      6.1386   1        1        1        1      
Nocardia pulmonis CDC141                                           NZ_JAMRXG010000025.1  44195     47746     6.1421   1        1        1        1      
Nocardia pulmonis CDC141                                           NZ_JAMRXG010000001.1  8823      11587     5.1114   0        1        1        1      
Streptomyces thermoalcalitolerans JCM 10673                        NZ_BAAAHG010000001.1  132397    135254    5.1064   0        1        1        1      
Streptomyces palmae TBRC 1999                                      NZ_JBHLTX010000014.1  32623     49206     6.1403   1        1        1        1      
Actinomadura rayongensis PCU 332                                   NZ_JBHLYI010000002.1  422096    425710    6.1363   1        1        1        1      
Actinomadura rayongensis PCU 332                                   NZ_JBHLYI010000014.1  85638     89158     6.1399   1        1        1        1      
Streptomyces mutabilis TRM 76172                                   NZ_JAMYEN010000221.1  15644     21792     4.0925   1        1        0        1      
Streptomyces mutabilis NPDC052167                                  NZ_JBFAVS010000015.1  68821     72425     6.1394   1        1        1        1      
Streptomyces mutabilis NPDC058835                                  NZ_JBHYNI010000053.1  34161     37765     6.1394   1        1        1        1      
Streptomyces mutabilis PU_KB6-10                                   NZ_JASHLU010000027.1  88789     92393     6.1394   1        1        1        1      
Streptomyces mutabilis NPDC017130                                  NZ_JBIROJ010000018.1  94712     98316     6.1394   1        1        1        1      
Streptomyces mutabilis JCM 4400                                    NZ_BMTT01000029.1     10819     20367     8.1872   1        2        1        1      
Streptomyces mutabilis TRM 45540                                   NZ_KN039949.1         116772    126320    5.1461   1        2        0        1      
Nocardiopsis sp. ATB16-24                                          NZ_JASCXJ010000035.1  8820      12507     6.1387   1        1        1        1      
Nocardiopsis sp. YSL2                                              NZ_JAMOAO010000001.1  2843277   2846957   6.1425   1        1        1        1      
Nocardiopsis sp. frass3                                            NZ_JBJJBT010000038.1  2939      25724     5.1308   1        1        1        1      
Nocardiopsis sp. frass1                                            NZ_JBJJBV010000148.1  1788      14222     4.1005   0        1        1        1      
Nocardiopsis sp. NPDC050513                                        NZ_JBITHK010000009.1  257730    260511    5.1030   0        1        1        1      
Nocardiopsis sp. NPDC049922                                        NZ_JBFAME010000004.1  222941    225722    5.1018   0        1        1        1      
Streptomyces cyanogenus S136                                       NZ_CP071839.1         6645893   6649532   6.1465   1        1        1        1      
Actinomadura meridiana JCM 17440                                   NZ_BAABAS010000003.1  100211    103868    4.1272   1        1        1        0      
Actinomadura meridiana JCM 17440                                   NZ_BAABAS010000004.1  808997    813556    6.1409   1        1        1        1      
Paractinoplanes rishiriensis NBRC 108556                           NZ_BOMV01000005.1     33362     36946     6.1415   1        1        1        1      
Streptomyces glaucosporus JCM 6921                                 NZ_BAAATJ010000030.1  71781     74626     5.1092   0        1        1        1      
Streptomyces parvulus PBR36                                        NZ_JAMOLM010000022.1  5346      15946     6.1316   1        1        1        1      
Streptomyces parvulus NPDC048712                                   NZ_JBEZGZ010000044.1  24517     35123     3.0913   1        1        0        1      
Streptomyces camponoticapitis CGMCC 4.7275                         NZ_BMMV01000033.1     2825      6630      6.1466   1        1        1        1      
Streptomyces angustmyceticus NPDC059531                            NZ_JBHYTG010000019.1  57953     60750     5.1117   0        1        1        1      
Streptomyces angustmyceticus NPDC091216                            NZ_JBIVVO010000003.1  57785     60582     5.1117   0        1        1        1      
Streptomyces angustmyceticus CQUSa03                               NZ_CP104317.1         880730    883527    5.1118   0        1        1        1      
Streptomyces angustmyceticus NPDC021735                            NZ_JBJDQE010000005.1  57286     60083     5.1115   0        1        1        1      
Streptomyces angustmyceticus NPDC090310                            NZ_JBIVXX010000003.1  57896     60693     5.1118   0        1        1        1      
Actinokineospora cianjurensis DSM 45657                            NZ_RCDD01000009.1     132058    135761    6.1474   1        1        1        1      
Nocardiopsis ganjiahuensis DSM 45031                               NZ_ANBA01000014.1     370042    373668    6.1431   1        1        1        1      
Actinocrinis sp.                                                   NZ_DASRBQ010000078.1  143861    150167    6.1358   1        1        1        1      
Actinocrinis sp.                                                   NZ_DASRGV010000061.1  68635     74944     6.1355   1        1        1        1      
Actinocrinis sp.                                                   NZ_DATNGK010000104.1  53472     59771     6.1339   1        1        1        1      
Actinocrinis sp.                                                   NZ_DASZGI010000314.1  2375      7872      6.1355   1        1        1        1      
Nocardia pseudobrasiliensis NBRC 108224                            NZ_BDBS01000022.1     150919    164784    5.1325   1        1        1        0      
Nocardia neocaledoniensis 760185021                                NZ_JARWOJ010000189.1  8709      12303     6.1433   1        1        1        1      
Streptomyces roseoviridis JCM 4414                                 NZ_JBHMCT010000002.1  5658      9390      6.1443   1        1        1        1      
Nocardia rhizosphaerihabitans NPDC057471                           NZ_JBHVDV010000035.1  31337     34929     6.1433   1        1        1        1      
Thermomonospora catenispora 3-22-3                                 NZ_RRYT01000017.1     43377     64735     5.1416   1        1        1        1      
Streptomyces montanisoli MMS17-BM035                               NZ_JAGIQL010000099.1  9844      14358     3.0969   1        1        0        1      
Streptomyces lushanensis NRRL B-24994                              NZ_MAUD01000134.1     49620     52420     5.1148   0        1        1        1      
Streptomyces luteolifulvus HIT-DPA4                                NZ_VZRB01000017.1     173955    178430    6.1451   1        1        1        1      
Streptomyces luteolifulvus HIT-DPA4                                NZ_VZRB01000025.1     49912     52769     5.1005   0        1        1        1      
Streptomyces harbinensis OP7                                       NZ_JBEWTE010000032.1  47869     51648     6.1455   1        1        1        1      
Thermobifida fusca                                                 QGVG02000026.1        32682     35009     4.0835   1        0        1        1      
Streptomyces werraensis NPDC091364                                 NZ_JBIVUJ010000019.1  26122     36790     6.1329   1        1        1        1      
Streptomyces werraensis NPDC052768                                 NZ_JBFATE010000005.1  417890    428470    3.0913   1        1        0        1      
Streptomyces werraensis NPDC096188                                 NZ_JBEOSL010000001.1  163052    173714    6.1320   1        1        1        1      
Streptomyces werraensis NPDC052652                                 NZ_JBFATW010000017.1  14091     24651     3.0902   1        1        0        1      
Streptomyces klenkii STD57                                         NZ_JBFBOQ010000062.1  6062      9826      6.1465   1        1        1        1      
Streptomyces klenkii NPDC020873                                    NZ_JBFADQ010000096.1  10667     14431     6.1464   1        1        1        1      
Streptomyces klenkii NPDC049569                                    NZ_JBFAPJ010000002.1  359157    362920    6.1461   1        1        1        1      
Streptomyces azureus ATCC 14921                                    NZ_DF968245.1         4048      7651      6.1389   1        1        1        1      
Streptomyces albovinaceus NRRL B-2566                              NZ_MUAX01000071.1     75613     78446     5.1102   0        1        1        1      
Streptomyces tricolor DSM 41685                                    NZ_JAKKZF010000137.1  8661      19509     6.1463   1        1        1        1      
Streptomyces tricolor NPDC008224                                   NZ_JBIBGQ010000001.1  864444    875316    6.1465   1        1        1        1      
Streptomyces caniferus NPDC101228                                  NZ_JBIWOC010000009.1  62355     65152     5.1119   0        1        1        1      
Streptomyces caniferus NPDC048517                                  NZ_JBEZIW010000003.1  59342     62139     5.1123   0        1        1        1      
Streptomyces caniferus JCM 6914                                    NZ_BAAATH010000002.1  401945    404742    5.1104   0        1        1        1      
Streptomyces ficellus AS11                                         NZ_JAUEPL010000020.1  18442     21545     5.1105   0        1        1        1      
Streptomyces ficellus NRRL 8067                                    NZ_CP034279.1         880169    883017    5.1108   0        1        1        1      
Nocardia alba NBRC 108234                                          NZ_BDAX01000002.1     329362    332954    6.1427   1        1        1        1      
Streptomyces xiamenensis NPDC058121                                NZ_JBHVTP010000008.1  292642    296392    3.0977   1        1        0        1      
Streptomyces xiamenensis NPDC052276                                NZ_JBIUBI010000004.1  448598    452348    3.0978   1        1        0        1      
Streptomyces xiamenensis NPDC056070                                NZ_JBHJWJ010000004.1  20551     32681     6.0847   1        0        1        2      
Streptomyces xiamenensis NPDC085563                                NZ_JBFBKE010000001.1  294649    306548    6.0846   1        0        1        2      
Streptomyces rimosus ED65                                          NZ_JBCPSI010000001.1  7691713   7695395   6.1386   1        1        1        1      
Streptomyces rimosus ED65                                          NZ_JBCPSI010000001.1  8507527   8516900   4.0792   1        0        1        1      
Streptomyces rimosus NPDC018022                                    NZ_JBIRGA010000001.1  1210753   1220125   4.0793   1        0        1        1      
Streptomyces rimosus NPDC045142                                    NZ_JBEZAX010000004.1  313255    322628    4.0790   1        0        1        1      
Streptomyces rimosus                                               NZ_CP138628.1         8961999   8971372   4.0790   1        0        1        1      
Streptomyces rimosus NPDC053058                                    NZ_JBITZO010000001.1  1762163   1771536   4.0789   1        0        1        1      
Streptomyces bicolor NRRL B-3897                                   NZ_JOFR01000070.1     735       4456      6.1437   1        1        1        1      
Spongiactinospora sp. 9N601                                        NZ_JBIRBB010000006.1  156671    160293    6.1447   1        1        1        1      
Spongiactinospora sp. 9N601                                        NZ_JBIRBB010000010.1  230359    246168    6.1213   0        1        1        2      
Streptomyces roseoverticillatus NPDC048749                         NZ_JBEZGT010000001.1  5372      9243      6.1473   1        1        1        1      
Streptomyces roseoverticillatus NPDC048749                         NZ_JBEZGT010000050.1  45443     55552     4.0790   1        0        1        1      
Streptomyces roseoverticillatus A47                                NZ_JADDOP010000012.1  214033    217831    6.1459   1        1        1        1      
Streptomyces roseoverticillatus NPDC017902                         NZ_JBIRHR010000001.1  128421    132389    6.1460   1        1        1        1      
Streptomyces roseoverticillatus NPDC053791                         NZ_JBFASG010000070.1  6769      10565     6.1472   1        1        1        1      
Streptomyces roseoverticillatus NPDC053791                         NZ_JBFASG010000002.1  326956    337074    4.0792   1        0        1        1      
Streptomyces fulvorobeus JCM 9090                                  NZ_BAAAUE010000013.1  568025    573141    7.1527   1        1        1        2      
Krasilnikovia cinnamomea DSM 45162                                 NZ_SHKY01000001.1     3788985   3796330   6.1464   1        1        1        1      
Lentzea indica PSKA42                                              NZ_VSRL01000001.1     7987      12628     4.1070   0        1        1        1      
Streptomyces polychromogenes JCM 4505                              NZ_BAAABV010000018.1  238455    248135    6.1097   0        1        1        2      
Streptomyces polychromogenes JCM 4505                              NZ_BAAABV010000018.1  208007    212698    5.1309   1        1        1        0      
Luedemannella flava JCM 13250                                      NZ_BAAALT010000283.1  28393     31987     6.1393   1        1        1        1      
Actinopolyspora biskrensis CECT 8576                               NZ_JACBYW010000010.1  62239     69629     6.1435   1        1        1        1      
Actinopolyspora biskrensis CECT 8576                               NZ_JACBYW010000001.1  994725    998344    6.1409   1        1        1        1      
