LFVR01000305.1	GCA_001047335.1
NZ_JBHVGV010000013.1	GCF_042800555.1
NZ_JBHVGT010000002.1	GCF_042800615.1
NZ_JBHVGO010000026.1	GCF_042800755.1
NZ_JBHVGK010000026.1	GCF_042800835.1
NZ_JBHVGL010000043.1	GCF_042800875.1
NZ_JBHVGD010000030.1	GCF_042801085.1
NZ_JBHVFY010000086.1	GCF_042801235.1
NZ_JBHVFS010000005.1	GCF_042801495.1
NZ_JBHVFV010000006.1	GCF_042801505.1
NZ_JBHVFT010000185.1	GCF_042801535.1
NZ_JBHVFP010000008.1	GCF_042801575.1
NZ_JBHVFM010000009.1	GCF_042801705.1
NZ_JBHVFL010000004.1	GCF_042801775.1
NZ_JBHVFG010000197.1	GCF_042801815.1
NZ_JBHVFJ010000003.1	GCF_042801855.1
NZ_JBHVFI010000494.1	GCF_042801875.1
NZ_JBHVFB010000105.1	GCF_042801935.1
NZ_JBHVEW010000027.1	GCF_042802035.1
NZ_JBHVEW010000094.1	GCF_042802035.1
NZ_JBHVEX010000014.1	GCF_042802115.1
NZ_JBHVES010000017.1	GCF_042802155.1
NZ_JBHVEN010000013.1	GCF_042802255.1
NZ_JBHVEK010000054.1	GCF_042802335.1
NZ_JBHVEI010000012.1	GCF_042802355.1
NZ_JBHVEH010000200.1	GCF_042802375.1
NZ_JBHVDV010000035.1	GCF_042802595.1
NZ_JBHVDT010000040.1	GCF_042802605.1
NZ_JBHVDU010000061.1	GCF_042802655.1
NZ_JBHVDQ010000465.1	GCF_042802735.1
NZ_JBHVDN010000207.1	GCF_042802755.1
NZ_JBHVDF010000004.1	GCF_042802915.1
NZ_JBHVDE010000046.1	GCF_042802935.1
NZ_JBHVDE010000039.1	GCF_042802935.1
NZ_JBHVDB010000076.1	GCF_042802955.1
NZ_JBHVDD010000167.1	GCF_042802995.1
NZ_JBHVCU010000009.1	GCF_042803115.1
NZ_JBHVCP010000009.1	GCF_042803315.1
NZ_JBHVCL010000028.1	GCF_042803455.1
NZ_JBHVCK010000080.1	GCF_042803555.1
NZ_JBHVCE010000115.1	GCF_042803635.1
NZ_JBHVCF010000022.1	GCF_042803675.1
NZ_JBHVBX010000003.1	GCF_042803915.1
NZ_JBHVBW010000038.1	GCF_042803975.1
NZ_JBHVBT010000077.1	GCF_042804055.1
NZ_JBHVCC010000121.1	GCF_042804075.1
NZ_JBHVBU010000016.1	GCF_042804095.1
NZ_JBIADW010000002.1	GCF_042867985.1
NZ_JBIADX010000017.1	GCF_042868005.1
NZ_JBIADV010000017.1	GCF_042868025.1
NZ_JBIAEB010000008.1	GCF_042868105.1
NZ_JBIAEC010000011.1	GCF_042868225.1
NZ_JBIAEG010000001.1	GCF_042868285.1
NZ_JBIAEI010000020.1	GCF_042868365.1
NZ_JBIAEN010000018.1	GCF_042868635.1
NZ_JBIAEQ010000008.1	GCF_042868655.1
NZ_JBIAEW010000006.1	GCF_042868895.1
NZ_JBIAFC010000005.1	GCF_042868975.1
NZ_JBIAFH010000007.1	GCF_042869155.1
NZ_JBIAFG010000008.1	GCF_042869175.1
NZ_JBIAFL010000002.1	GCF_042869235.1
NZ_JBIAFI010000027.1	GCF_042869255.1
NZ_JBIAFM010000020.1	GCF_042869275.1
NZ_JBIAFP010000039.1	GCF_042869295.1
NZ_JBIAFN010000001.1	GCF_042869335.1
NZ_JBIAFO010000014.1	GCF_042869355.1
NZ_JBIAFQ010000003.1	GCF_042869375.1
NZ_JBIAFV010000001.1	GCF_042869435.1
NZ_JBIAFT010000002.1	GCF_042869455.1
NZ_JBIAFW010000037.1	GCF_042869475.1
NZ_JBIAFW010000011.1	GCF_042869475.1
NZ_JBIAFY010000002.1	GCF_042869515.1
NZ_JBIAGB010000001.1	GCF_042869575.1
NZ_JBIAGC010000009.1	GCF_042869595.1
NZ_JBIAGJ010000002.1	GCF_042869715.1
NZ_JBIAGO010000019.1	GCF_042869775.1
NZ_JBIAGL010000003.1	GCF_042869795.1
NZ_JBIAGN010000001.1	GCF_042869835.1
NZ_JBIAGR010000002.1	GCF_042869875.1
NZ_JBIAGQ010000026.1	GCF_042869895.1
NZ_JBIAGS010000001.1	GCF_042869915.1
NZ_JBIAGW010000013.1	GCF_042869955.1
NZ_JBIAGT010000005.1	GCF_042869965.1
NZ_JBIAGV010000003.1	GCF_042870005.1
NZ_JBIAHH010000015.1	GCF_042870335.1
NZ_JBIAHI010000001.1	GCF_042870355.1
NZ_JBIAHI010000009.1	GCF_042870355.1
NZ_JBIAHJ010000001.1	GCF_042870435.1
NZ_JBIAHN010000016.1	GCF_042870555.1
NZ_JBIAHL010000010.1	GCF_042870575.1
NZ_JBIAHO010000003.1	GCF_042870615.1
NZ_JBIAHR010000020.1	GCF_042870695.1
NZ_JBIAHR010000005.1	GCF_042870695.1
NZ_JBIAHP010000035.1	GCF_042870715.1
NZ_JBIAHV010000018.1	GCF_042870895.1
NZ_JBIAHU010000011.1	GCF_042870915.1
NZ_JBIAHX010000006.1	GCF_042870925.1
NZ_JBIAIA010000015.1	GCF_042871035.1
NZ_JBIAIA010000003.1	GCF_042871035.1
NZ_JBIAID010000003.1	GCF_042871115.1
NZ_JBIAIH010000016.1	GCF_042871265.1
NZ_JBIAIH010000011.1	GCF_042871265.1
NZ_JBIAIC010000002.1	GCF_042871325.1
NZ_JBIAIJ010000008.1	GCF_042871365.1
NZ_JBIAIK010000024.1	GCF_042871385.1
NZ_JBIAIM010000003.1	GCF_042871405.1
NZ_JBIAIO010000003.1	GCF_042871465.1
NZ_JBIAIP010000002.1	GCF_042871485.1
NZ_JBIAIP010000008.1	GCF_042871485.1
NZ_JBIAIQ010000055.1	GCF_042871525.1
NZ_JBIAIT010000006.1	GCF_042871585.1
NZ_JBIAIZ010000023.1	GCF_042871685.1
NZ_JBIAJB010000001.1	GCF_042871725.1
NZ_JBIAJG010000009.1	GCF_042871825.1
NZ_JBIAJG010000012.1	GCF_042871825.1
NZ_JBIAJM010000026.1	GCF_042871965.1
NZ_JBIAJR010000004.1	GCF_042872025.1
NZ_JBIAJS010000006.1	GCF_042872065.1
NZ_JBIAJT010000033.1	GCF_042872085.1
NZ_JBIAJT010000018.1	GCF_042872085.1
NZ_JBIAJW010000001.1	GCF_042872125.1
NZ_JBIAJV010000005.1	GCF_042872145.1
NZ_JBIAJY010000005.1	GCF_042872165.1
NZ_JBIAJX010000002.1	GCF_042872205.1
NZ_JBIAKD010000090.1	GCF_042872285.1
NZ_JBIAKD010000045.1	GCF_042872285.1
NZ_JBIAKI010000020.1	GCF_042872405.1
NZ_JBIAKV010000001.1	GCF_042872705.1
NZ_JBIAKR010000005.1	GCF_042872725.1
NZ_JBIAKU010000020.1	GCF_042872795.1
NZ_JBIAKY010000001.1	GCF_042872925.1
NZ_JBIAKX010000010.1	GCF_042872945.1
NZ_JBIALA010000001.1	GCF_042873005.1
NZ_JBIALG010000007.1	GCF_042873065.1
NZ_JBIALD010000023.1	GCF_042873115.1
NZ_JBIALE010000007.1	GCF_042873135.1
NZ_JBIALF010000005.1	GCF_042873155.1
NZ_JBIALC010000002.1	GCF_042873195.1
NZ_JBIALP010000015.1	GCF_042873525.1
NZ_JBIALP010000001.1	GCF_042873525.1
NZ_JBIALQ010000001.1	GCF_042873545.1
NZ_JBIALQ010000002.1	GCF_042873545.1
NZ_JBIALN010000005.1	GCF_042873575.1
NZ_JBIALR010000001.1	GCF_042873675.1
NZ_JBIALR010000016.1	GCF_042873675.1
NZ_JBIALX010000002.1	GCF_042873775.1
NZ_JBIALX010000021.1	GCF_042873775.1
NZ_JBIALW010000001.1	GCF_042873795.1
NZ_JBIALZ010000008.1	GCF_042873855.1
NZ_JBIALZ010000007.1	GCF_042873855.1
NZ_JBIAMB010000025.1	GCF_042873895.1
NZ_JBIAMB010000013.1	GCF_042873895.1
NZ_JBIAME010000002.1	GCF_042873935.1
NZ_JBIAMF010000001.1	GCF_042873955.1
NZ_JBIAMH010000016.1	GCF_042873995.1
NZ_JBIAMI010000005.1	GCF_042874015.1
NZ_JBIAML010000002.1	GCF_042874075.1
NZ_JBIAMO010000037.1	GCF_042874115.1
NZ_JBIAMS010000006.1	GCF_042874195.1
NZ_JBIAMU010000023.1	GCF_042874215.1
NZ_JBIAMT010000009.1	GCF_042874255.1
NZ_JBIAMV010000009.1	GCF_042874275.1
NZ_JBIAMV010000015.1	GCF_042874275.1
NZ_JBIAMW010000002.1	GCF_042874315.1
NZ_JBIANB010000002.1	GCF_042874395.1
NZ_JBIANM010000010.1	GCF_042874595.1
NZ_JBIANM010000003.1	GCF_042874595.1
NZ_JBIANL010000012.1	GCF_042874615.1
NZ_JBIANO010000018.1	GCF_042874635.1
NZ_JBIANS010000003.1	GCF_042874815.1
NZ_JBIANT010000008.1	GCF_042874855.1
NZ_JBIANT010000006.1	GCF_042874855.1
NZ_JBIANV010000003.1	GCF_042874915.1
NZ_JBIANU010000004.1	GCF_042874955.1
NZ_JBIAOO010000001.1	GCF_042878955.1
NZ_JBHVZO010000021.1	GCF_042879855.1
NZ_JBHVZP010000015.1	GCF_042879875.1
NZ_JBHVZL010000132.1	GCF_042879895.1
NZ_JBHVZK010000023.1	GCF_042879905.1
NZ_JBHVZN010000004.1	GCF_042879935.1
NZ_JBHVZM010000007.1	GCF_042879955.1
NZ_JBHVZH010000043.1	GCF_042880015.1
NZ_JBHVZB010000007.1	GCF_042880235.1
NZ_JBHVZD010000045.1	GCF_042880255.1
NZ_JBHVZA010000015.1	GCF_042880275.1
NZ_JBHVYZ010000026.1	GCF_042880295.1
NZ_JBHVZC010000066.1	GCF_042880335.1
NZ_JBHVZC010000062.1	GCF_042880335.1
NZ_JBHVYU010000116.1	GCF_042880485.1
NZ_JBHVYU010000105.1	GCF_042880485.1
NZ_JBHVYO010000030.1	GCF_042880655.1
NZ_JBHVYQ010000083.1	GCF_042880775.1
NZ_JBHVYM010000028.1	GCF_042880835.1
NZ_JBHVYG010000021.1	GCF_042881015.1
NZ_JBHVYF010000069.1	GCF_042881055.1
NZ_JBHVYA010000016.1	GCF_042881255.1
NZ_JBHVYA010000014.1	GCF_042881255.1
NZ_JBHVXX010000011.1	GCF_042881355.1
NZ_JBHVXW010000015.1	GCF_042881375.1
NZ_JBHVXZ010000041.1	GCF_042881395.1
NZ_JBHVXQ010000065.1	GCF_042881625.1
NZ_JBHVXP010000174.1	GCF_042881665.1
NZ_JBHVXL010000033.1	GCF_042881745.1
NZ_JBHVXL010000069.1	GCF_042881745.1
NZ_JBHVXG010000062.1	GCF_042881825.1
NZ_JBHVXI010000039.1	GCF_042881865.1
NZ_JBHVWW010000072.1	GCF_042882025.1
NZ_JBHVXA010000118.1	GCF_042882035.1
NZ_JBHVWX010000012.1	GCF_042882065.1
NZ_JBHVWX010000003.1	GCF_042882065.1
NZ_JBHVWV010000065.1	GCF_042882085.1
NZ_JBHVWR010000025.1	GCF_042882105.1
NZ_JBHVWN010000009.1	GCF_042882275.1
NZ_JBHVWF010000011.1	GCF_042882365.1
NZ_JBHVWC010000006.1	GCF_042882445.1
NZ_JBHVWD010000007.1	GCF_042882465.1
NZ_JBHVVU010000039.1	GCF_042882625.1
NZ_JBHVVO010000151.1	GCF_042883485.1
NZ_JBHVVS010000038.1	GCF_042883505.1
NZ_JBHVVI010000021.1	GCF_042883685.1
NZ_JBHVVA010000001.1	GCF_042883805.1
NZ_JBHVUZ010000036.1	GCF_042883885.1
NZ_JBHVUV010000026.1	GCF_042883905.1
NZ_JBHVUS010000041.1	GCF_042884005.1
NZ_JBHVUR010000012.1	GCF_042884025.1
NZ_JBHVUQ010000051.1	GCF_042884105.1
NZ_JBHVUQ010000089.1	GCF_042884105.1
NZ_JBHVUI010000010.1	GCF_042884185.1
NZ_JBHVUF010000075.1	GCF_042884275.1
NZ_JBHVTY010000007.1	GCF_042884395.1
NZ_JBHVTU010000016.1	GCF_042884495.1
NZ_JBHVTP010000008.1	GCF_042884575.1
NZ_JBHVTL010000012.1	GCF_042884635.1
NZ_JBHVTK010000010.1	GCF_042884695.1
NZ_JBHVTK010000002.1	GCF_042884695.1
NZ_JBHVTK010000007.1	GCF_042884695.1
NZ_JBHVTH010000005.1	GCF_042884755.1
NZ_JBHVTF010000002.1	GCF_042884795.1
NZ_JBHVTB010000132.1	GCF_042884915.1
NZ_JBHVSV010000022.1	GCF_042884955.1
NZ_JBHVSV010000021.1	GCF_042884955.1
NZ_JBHVST010000138.1	GCF_042885015.1
NZ_JBHVSR010000067.1	GCF_042885075.1
NZ_JBHVSG010000027.1	GCF_042885255.1
NZ_JBHVSH010000023.1	GCF_042885315.1
NZ_JBHVRX010000006.1	GCF_042885515.1
NZ_JBHVRJ010000025.1	GCF_042885835.1
NZ_JBHVRK010000005.1	GCF_042885845.1
NZ_JBHVRE010000022.1	GCF_042886015.1
NZ_JBHVRB010000002.1	GCF_042886195.1
NZ_JBHVQT010000006.1	GCF_042886315.1
NZ_JBHVQW010000029.1	GCF_042886355.1
NZ_JBHVQX010000022.1	GCF_042886395.1
NZ_JBHVQS010000005.1	GCF_042886435.1
NZ_JBHVQA010000014.1	GCF_042887095.1
NZ_JBHVPZ010000048.1	GCF_042887135.1
NZ_JBHVPP010000015.1	GCF_042887295.1
NZ_JBHVPR010000007.1	GCF_042887335.1
NZ_JBHVPD010000061.1	GCF_042887525.1
NZ_JBHVPG010000059.1	GCF_042887545.1
NZ_JBHVOZ010000012.1	GCF_042887605.1
NZ_JBHVON010000045.1	GCF_042887805.1
NZ_JBHVOP010000012.1	GCF_042887845.1
NZ_JBHVOM010000012.1	GCF_042887865.1
NZ_JBHVOI010000021.1	GCF_042887885.1
NZ_JBHVOL010000004.1	GCF_042887925.1
NZ_JBIAPA010000005.1	GCF_042888005.1
NZ_JBIAOY010000010.1	GCF_042888065.1
NZ_JBIAPC010000008.1	GCF_042888085.1
NZ_JBIAPD010000006.1	GCF_042888105.1
NZ_JBIAPF010000029.1	GCF_042888135.1
NZ_JBIAPI010000013.1	GCF_042888165.1
NZ_JBIAPL010000018.1	GCF_042888225.1
NZ_JBIAPJ010000002.1	GCF_042888285.1
NZ_JBIAPK010000003.1	GCF_042888305.1
NZ_JBIAPO010000029.1	GCF_042888325.1
NZ_JBIAPR010000005.1	GCF_042888405.1
NZ_JBIAPT010000019.1	GCF_042888425.1
NZ_JBIAPU010000019.1	GCF_042888465.1
NZ_JBIAPW010000043.1	GCF_042888505.1
NZ_JBIAQC010000011.1	GCF_042888685.1
NZ_JBIAQG010000012.1	GCF_042888805.1
NZ_JBIAQF010000032.1	GCF_042888885.1
NZ_JBIAQF010000028.1	GCF_042888885.1
NZ_JBIAQP010000007.1	GCF_042889145.1
NZ_JBIAQP010000019.1	GCF_042889145.1
NZ_JBIAQQ010000024.1	GCF_042889165.1
NZ_JBIAQR010000007.1	GCF_042889205.1
NZ_JBIAQS010000011.1	GCF_042889245.1
NZ_JBIAQX010000010.1	GCF_042889445.1
NZ_JBIAQZ010000014.1	GCF_042889485.1
NZ_JBIARD010000001.1	GCF_042889585.1
NZ_JBIARC010000033.1	GCF_042889625.1
NZ_JBIARE010000017.1	GCF_042889645.1
NZ_JBIARF010000010.1	GCF_042889665.1
NZ_JBIARG010000023.1	GCF_042889705.1
NZ_JBIARG010000002.1	GCF_042889705.1
NZ_JBIARJ010000027.1	GCF_042889825.1
NZ_JBIARM010000017.1	GCF_042889875.1
NZ_JBIARK010000036.1	GCF_042889935.1
NZ_JBIARN010000010.1	GCF_042890035.1
NZ_JBIARO010000003.1	GCF_042890095.1
NZ_JBIARR010000001.1	GCF_042890115.1
NZ_JBIARP010000025.1	GCF_042890145.1
NZ_JBIARV010000003.1	GCF_042890295.1
NZ_JBIARW010000010.1	GCF_042890355.1
NZ_JBIARY010000014.1	GCF_042890395.1
NZ_JBIASB010000002.1	GCF_042890425.1
NZ_JBIASA010000017.1	GCF_042890445.1
NZ_JBIASF010000005.1	GCF_042890545.1
NZ_JBIASI010000002.1	GCF_042890705.1
NZ_JBIASM010000021.1	GCF_042890765.1
NZ_JBIASK010000027.1	GCF_042890815.1
NZ_JBIASO010000014.1	GCF_042890865.1
NZ_JBIASS010000028.1	GCF_042890955.1
NZ_JBIAST010000003.1	GCF_042891055.1
NZ_JBIASV010000007.1	GCF_042891165.1
NZ_JBIASW010000006.1	GCF_042891215.1
NZ_JBIASX010000002.1	GCF_042891375.1
NZ_JBIATG010000003.1	GCF_042891565.1
NZ_JBIATH010000007.1	GCF_042891585.1
NZ_JBIATH010000003.1	GCF_042891585.1
NZ_JBIATI010000002.1	GCF_042891645.1
NZ_JBIATJ010000019.1	GCF_042891675.1
NZ_JBIATK010000017.1	GCF_042891725.1
NZ_JBIATL010000010.1	GCF_042891745.1
NZ_JBIATM010000010.1	GCF_042891805.1
NZ_JBIATN010000058.1	GCF_042891825.1
NZ_JBIATN010000013.1	GCF_042891825.1
NZ_JBIATP010000008.1	GCF_042891915.1
NZ_JBIATP010000028.1	GCF_042891915.1
NZ_JBIATQ010000025.1	GCF_042891955.1
NZ_JBIATR010000010.1	GCF_042891995.1
NZ_JBIATS010000007.1	GCF_042892105.1
NZ_JBIATW010000007.1	GCF_042892135.1
NZ_JBIATV010000002.1	GCF_042892175.1
NZ_JBIATX010000003.1	GCF_042892185.1
NZ_JBIATY010000021.1	GCF_042892235.1
NZ_JBIAUA010000004.1	GCF_042892325.1
NZ_JBIAUC010000002.1	GCF_042892355.1
NZ_JBIAUB010000001.1	GCF_042892425.1
NZ_JBIAUB010000003.1	GCF_042892425.1
NZ_JBIAUD010000027.1	GCF_042892465.1
NZ_JBIAUG010000030.1	GCF_042892575.1
NZ_JBIAUH010000006.1	GCF_042892605.1
NZ_JBIAUI010000007.1	GCF_042892665.1
NZ_JBIAUL010000005.1	GCF_042892755.1
NZ_JBIAUK010000028.1	GCF_042892775.1
NZ_JBIAUO010000007.1	GCF_042892905.1
NZ_JBIAUP010000011.1	GCF_042892945.1
NZ_JBIAUP010000009.1	GCF_042892945.1
NZ_JBIAUS010000004.1	GCF_042893035.1
NZ_JBIAUR010000003.1	GCF_042893105.1
NZ_JBIAUT010000002.1	GCF_042893165.1
NZ_JBIAUT010000003.1	GCF_042893165.1
NZ_JBIAUU010000005.1	GCF_042893245.1
NZ_JBIAUX010000026.1	GCF_042893405.1
NZ_JBIAUZ010000001.1	GCF_042893455.1
NZ_JBIAUZ010000002.1	GCF_042893455.1
NZ_JBIAVA010000002.1	GCF_042893535.1
NZ_JBIAVB010000025.1	GCF_042893675.1
NZ_JBIAVC010000016.1	GCF_042893695.1
NZ_JBIAVF010000035.1	GCF_042893755.1
NZ_JBIAVD010000001.1	GCF_042893865.1
NZ_JBIAVG010000003.1	GCF_042893955.1
NZ_JBIAVH010000021.1	GCF_042894075.1
NZ_JBIAVM010000008.1	GCF_042894245.1
NZ_JBIAVO010000044.1	GCF_042894345.1
NZ_JBIAVQ010000020.1	GCF_042894505.1
NZ_JBIAVS010000003.1	GCF_042894545.1
NZ_JBIAVV010000003.1	GCF_042894765.1
NZ_JBIAVV010000007.1	GCF_042894765.1
NZ_JBIAVY010000005.1	GCF_042894815.1
NZ_JBIAVZ010000019.1	GCF_042894985.1
NZ_JBIAWA010000003.1	GCF_042895055.1
NZ_JBIAWE010000015.1	GCF_042895235.1
NZ_JBIAWF010000048.1	GCF_042895325.1
NZ_JBIAWF010000008.1	GCF_042895325.1
NZ_JBIAWI010000004.1	GCF_042895385.1
NZ_JBIAWJ010000007.1	GCF_042895485.1
NZ_JBIAWK010000038.1	GCF_042895585.1
NZ_JBIAWK010000046.1	GCF_042895585.1
NZ_JBIAWQ010000025.1	GCF_042895815.1
NZ_JBIAWT010000004.1	GCF_042895955.1
NZ_JBIAWW010000003.1	GCF_042895985.1
NZ_JBIAWV010000013.1	GCF_042896005.1
NZ_JBIAWV010000020.1	GCF_042896005.1
NZ_JBIAWS010000009.1	GCF_042896045.1
NZ_JBIAWS010000001.1	GCF_042896045.1
NZ_JBIAWZ010000001.1	GCF_042896175.1
NZ_JBIAXA010000010.1	GCF_042896235.1
NZ_JBIAXC010000076.1	GCF_042896295.1
NZ_JBIAXD010000022.1	GCF_042896405.1
NZ_JBIAXF010000007.1	GCF_042896435.1
NZ_JBIAXE010000015.1	GCF_042896485.1
NZ_JBIAXJ010000001.1	GCF_042896565.1
NZ_JBIAXN010000004.1	GCF_042896725.1
NZ_JBIAXQ010000022.1	GCF_042896825.1
NZ_JBIAXR010000006.1	GCF_042896905.1
NZ_JBIAXT010000018.1	GCF_042896945.1
NZ_JBIAXT010000044.1	GCF_042896945.1
NZ_JBIAXW010000022.1	GCF_042897035.1
NZ_JBIAXV010000004.1	GCF_042897065.1
NZ_JBIAXX010000006.1	GCF_042897115.1
NZ_JBIAYA010000002.1	GCF_042897175.1
NZ_JBIAXZ010000002.1	GCF_042897195.1
NZ_JBIAYC010000015.1	GCF_042897255.1
NZ_JBIAYB010000004.1	GCF_042897295.1
NZ_JBIAYD010000006.1	GCF_042897315.1
NZ_JBIAYE010000002.1	GCF_042897335.1
NZ_JBIAYF010000002.1	GCF_042897385.1
NZ_JBIAYG010000004.1	GCF_042897435.1
NZ_JBIAYJ010000005.1	GCF_042897515.1
NZ_JBIAYI010000004.1	GCF_042897525.1
NZ_JBIAYI010000011.1	GCF_042897525.1
NZ_JBIAYL010000013.1	GCF_042897685.1
NZ_JBIAYM010000002.1	GCF_042897865.1
NZ_JBIAYW010000018.1	GCF_042898305.1
NZ_JBIAYQ010000005.1	GCF_042898335.1
NZ_JBIAYV010000005.1	GCF_042898415.1
NZ_JBIAZB010000008.1	GCF_042898605.1
NZ_JBIAZA010000034.1	GCF_042898655.1
NZ_JBIAZK010000012.1	GCF_042899065.1
NZ_JBIAZM010000004.1	GCF_042899095.1
NZ_JBIAZN010000009.1	GCF_042899225.1
NZ_JBIAZN010000007.1	GCF_042899225.1
NZ_JBIAZR010000009.1	GCF_042899245.1
NZ_JBIAZQ010000031.1	GCF_042899285.1
NZ_JBIAZV010000001.1	GCF_042899435.1
NZ_JBIBAD010000006.1	GCF_042899625.1
NZ_JBIBAC010000002.1	GCF_042899655.1
NZ_JBIBAG010000020.1	GCF_042899735.1
NZ_JBIBAH010000014.1	GCF_042899765.1
NZ_JBIBAJ010000009.1	GCF_042899795.1
NZ_JBIBAJ010000004.1	GCF_042899795.1
NZ_JBIBAK010000001.1	GCF_042899865.1
NZ_JBIBAK010000006.1	GCF_042899865.1
NZ_JBIBAN010000012.1	GCF_042899935.1
NZ_JBIBAU010000007.1	GCF_042900075.1
NZ_JBIBAU010000023.1	GCF_042900075.1
NZ_JBIBBB010000001.1	GCF_042900295.1
NZ_JBIBAZ010000015.1	GCF_042900315.1
NZ_JBIBBC010000008.1	GCF_042900345.1
NZ_JBIBBG010000005.1	GCF_042900515.1
NZ_JBIBBJ010000006.1	GCF_042900535.1
NZ_JBIBBJ010000021.1	GCF_042900535.1
NZ_JBIBBK010000005.1	GCF_042900585.1
NZ_JBIBBM010000017.1	GCF_042900645.1
NZ_JBIBBL010000012.1	GCF_042900655.1
NZ_JBIBBP010000004.1	GCF_042900745.1
NZ_JBIBBT010000006.1	GCF_042900785.1
NZ_JBIBBS010000016.1	GCF_042900805.1
NZ_JBIBBU010000007.1	GCF_042900825.1
NZ_JBIBBV010000003.1	GCF_042900865.1
NZ_JBIBBZ010000023.1	GCF_042900925.1
NZ_JBIBCA010000006.1	GCF_042900945.1
NZ_JBIBCI010000031.1	GCF_042901085.1
NZ_JBIBCG010000026.1	GCF_042901105.1
NZ_JBIBCG010000002.1	GCF_042901105.1
NZ_JBIBCH010000028.1	GCF_042901125.1
NZ_JBIBCP010000013.1	GCF_042901205.1
NZ_JBIBCQ010000008.1	GCF_042901225.1
NZ_JBIBCM010000006.1	GCF_042901245.1
NZ_JBIBCR010000021.1	GCF_042901265.1
NZ_JBIBCW010000003.1	GCF_042901485.1
NZ_JBIBCX010000002.1	GCF_042901505.1
NZ_JBIBDA010000014.1	GCF_042901605.1
NZ_JBIBDD010000002.1	GCF_042901655.1
NZ_JBIBDH010000001.1	GCF_042901805.1
NZ_JBIBDJ010000001.1	GCF_042901845.1
NZ_JBIBDM010000008.1	GCF_042901925.1
NZ_JBIBDO010000007.1	GCF_042902055.1
NZ_JBIBDR010000003.1	GCF_042902065.1
NZ_JBIBDT010000032.1	GCF_042902165.1
NZ_JBIBDZ010000018.1	GCF_042902285.1
NZ_JBIBEA010000004.1	GCF_042902305.1
NZ_JBIBEE010000007.1	GCF_042902425.1
NZ_JBIBDC010000025.1	GCF_042954795.1
NZ_JBIBEI010000003.1	GCF_042954975.1
NZ_JBIBEI010000010.1	GCF_042954975.1
NZ_JBIBEN010000008.1	GCF_042955065.1
NZ_JBIBEP010000008.1	GCF_042955185.1
NZ_JBIBER010000001.1	GCF_042955195.1
NZ_JBIBEQ010000017.1	GCF_042955215.1
NZ_JBIBET010000021.1	GCF_042955285.1
NZ_JBIBES010000013.1	GCF_042955295.1
NZ_JBIBEV010000009.1	GCF_042955405.1
NZ_JBIBEV010000001.1	GCF_042955405.1
NZ_JBIBFB010000016.1	GCF_042955515.1
NZ_JBIBFD010000009.1	GCF_042955625.1
NZ_JBIBFF010000019.1	GCF_042955685.1
NZ_JBIBFG010000003.1	GCF_042955715.1
NZ_JBIBFH010000012.1	GCF_042955765.1
NZ_JBIBFK010000018.1	GCF_042955825.1
NZ_JBIBFL010000018.1	GCF_042955865.1
NZ_JBIBFM010000016.1	GCF_042955875.1
NZ_JBIBFO010000008.1	GCF_042955945.1
NZ_JBIBFQ010000002.1	GCF_042955955.1
NZ_JBIBFQ010000007.1	GCF_042955955.1
NZ_JBIBFP010000002.1	GCF_042956025.1
NZ_JBIBFR010000003.1	GCF_042956125.1
NZ_JBIBFU010000001.1	GCF_042956135.1
NZ_JBIBFS010000008.1	GCF_042956145.1
NZ_JBIBFX010000007.1	GCF_042956225.1
NZ_JBIBGA010000015.1	GCF_042956235.1
NZ_JBIBGD010000001.1	GCF_042956375.1
NZ_JBIBGF010000002.1	GCF_042956385.1
NZ_JBIBGH010000026.1	GCF_042956425.1
NZ_JBIBGL010000007.1	GCF_042956465.1
NZ_JBIBGJ010000020.1	GCF_042956505.1
NZ_JBIBGQ010000001.1	GCF_042956545.1
NZ_JBIBGO010000005.1	GCF_042956555.1
NZ_JBIBGN010000003.1	GCF_042956565.1
NZ_JBIBGN010000001.1	GCF_042956565.1
NZ_JBIBGP010000007.1	GCF_042956595.1
NZ_JBIBGR010000001.1	GCF_042956625.1
NZ_JBIBGS010000016.1	GCF_042956635.1
NZ_JBIBGU010000011.1	GCF_042956655.1
NZ_JBIBGV010000002.1	GCF_042956705.1
NZ_JBIBGY010000003.1	GCF_042956765.1
NZ_JBIBHB010000004.1	GCF_042956785.1
NZ_JBIBHC010000035.1	GCF_042956845.1
NZ_JBIBHE010000020.1	GCF_042956875.1
NZ_JBIBHG010000024.1	GCF_042956885.1
NZ_JBIBHJ010000006.1	GCF_042956945.1
NZ_JBIBHJ010000024.1	GCF_042956945.1
NZ_JBIBHJ010000015.1	GCF_042956945.1
NZ_JBIBHI010000006.1	GCF_042956955.1
NZ_JBIBHH010000006.1	GCF_042957015.1
NZ_JBIBHM010000010.1	GCF_042957025.1
NZ_JBIBHM010000001.1	GCF_042957025.1
NZ_JBIBHN010000043.1	GCF_042957035.1
NZ_JBIBHQ010000026.1	GCF_042957105.1
NZ_JBIBHR010000036.1	GCF_042957125.1
NZ_JBIBHW010000006.1	GCF_042957265.1
NZ_JBIBHY010000017.1	GCF_042957285.1
NZ_JBIBIA010000010.1	GCF_042957325.1
NZ_JBIBIC010000007.1	GCF_042957385.1
NZ_JBIBIC010000022.1	GCF_042957385.1
