Organism	Scaffold	Start	End	Score	SCO5086	SCO5087	SCO5088	SCO5089	assembly_file	representative	dereplication_status
Streptomyces anulatus NBC 01576	NZ_CP109347.1	1940704	1944347	6.1437	1	1	1	1	GCF_045208455.1_ASM4520845v1_genomic.fna.gz	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	redundant
Streptomyces anulatus NBC 01543	NZ_CP109387.1	1801938	1805581	6.1438	1	1	1	1	GCF_045208205.1_ASM4520820v1_genomic.fna.gz	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC091372	NZ_JBFBFO010000001.1	171210	174853	6.1438	1	1	1	1	GCF_040684255.1_ASM4068425v1_genomic.fna.gz	GCF_042880255.1_ASM4288025v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC058311	NZ_JBHVZD010000045.1	27795	31438	6.1437	1	1	1	1	GCF_042880255.1_ASM4288025v1_genomic.fna.gz	GCF_042880255.1_ASM4288025v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus NPDC090113	JBIVDN010000001.1	158040	161683	6.1437	1	1	1	1	GCA_044747145.1_ASM4474714v1_genomic.fna.gz	GCF_042880255.1_ASM4288025v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC101398	JBIWNR010000006.1	400676	404319	6.1437	1	1	1	1	GCA_044767305.1_ASM4476730v1_genomic.fna.gz	GCF_042880255.1_ASM4288025v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC058729	NZ_JBHYQS010000004.1	198271	201921	6.143	1	1	1	1	GCF_042747025.1_ASM4274702v1_genomic.fna.gz	GCF_042747025.1_ASM4274702v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus NPDC059908	NZ_JBHWKW010000016.1	3446	7175	6.1431	1	1	1	1	GCF_042730625.1_ASM4273062v1_genomic.fna.gz	GCF_042719295.1_ASM4271929v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC059910	NZ_JBHWKY010000001.1	640929	644658	6.1431	1	1	1	1	GCF_042730875.1_ASM4273087v1_genomic.fna.gz	GCF_042719295.1_ASM4271929v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC058510	NZ_JBHXNF010000021.1	66951	70719	6.1431	1	1	1	1	GCF_042719815.1_ASM4271981v1_genomic.fna.gz	GCF_042719295.1_ASM4271929v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC058511	NZ_JBHXNG010000024.1	71947	75715	6.1431	1	1	1	1	GCF_042719875.1_ASM4271987v1_genomic.fna.gz	GCF_042719295.1_ASM4271929v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC058528	NZ_JBHXNR010000021.1	72185	75914	6.1432	1	1	1	1	GCF_042719295.1_ASM4271929v1_genomic.fna.gz	GCF_042719295.1_ASM4271929v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus NBC_01010	NZ_CP108692.1	6685822	6689464	6.1433	1	1	1	1	GCF_045162735.1_ASM4516273v1_genomic.fna.gz	GCF_040674515.1_ASM4067451v1_genomic.fna.gz	redundant
Streptomyces anulatus NBC_01437	NZ_CP109490.1	7219950	7223592	6.1434	1	1	1	1	GCF_036227625.1_ASM3622762v1_genomic.fna.gz	GCF_036227645.1_ASM3622764v1_genomic.fna.gz	redundant
Streptomyces anulatus NBC_01436	NZ_CP109491.1	1830484	1834126	6.1434	1	1	1	1	GCF_036227645.1_ASM3622764v1_genomic.fna.gz	GCF_036227645.1_ASM3622764v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus NPDC088159	JBIUST010000005.1	471504	475146	6.1436	1	1	1	1	GCA_044741505.1_ASM4474150v1_genomic.fna.gz	GCF_036227645.1_ASM3622764v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC087863	JBIUUQ010000006.1	360702	364344	3.0968	1	1	0	1	GCA_044742525.1_ASM4474252v1_genomic.fna.gz	GCF_036227645.1_ASM3622764v1_genomic.fna.gz	readded_by_content
Streptomyces anulatus SID10689	NZ_JAAGLK010000360.1	27444	31086	6.1436	1	1	1	1	GCF_010548045.1_ASM1054804v1_genomic.fna.gz	GCF_042730735.1_ASM4273073v1_genomic.fna.gz	redundant
Streptomyces anulatus JCM 4721	NZ_BMVK01000005.1	146460	150103	6.1432	1	1	1	1	GCF_014650675.1_ASM1465067v1_genomic.fna.gz	GCF_042880255.1_ASM4288025v1_genomic.fna.gz	redundant
Streptomyces anulatus NBC_00535	NZ_CP107823.1	1859894	1863537	6.1434	1	1	1	1	GCF_036346555.1_ASM3634655v1_genomic.fna.gz	GCF_042880255.1_ASM4288025v1_genomic.fna.gz	redundant
Streptomyces anulatus NBC_00502	NZ_CP107857.1	1922543	1926186	6.1434	1	1	1	1	GCF_036346915.1_ASM3634691v1_genomic.fna.gz	GCF_042880255.1_ASM4288025v1_genomic.fna.gz	redundant
Streptomyces anulatus NBC_01134	NZ_CP108640.1	7261672	7265314	6.1433	1	1	1	1	GCF_045039695.2_ASM4503969v1_genomic.fna.gz	GCF_040660255.1_ASM4066025v1_genomic.fna.gz	redundant
Streptomyces anulatus NBC_01106	NZ_CP108651.1	6749747	6753389	6.1433	1	1	1	1	GCF_045039575.1_ASM4503957v1_genomic.fna.gz	GCF_040660255.1_ASM4066025v1_genomic.fna.gz	redundant
Streptomyces anulatus NBC_01069	NZ_CP108670.1	2101129	2104771	6.1433	1	1	1	1	GCF_045162845.1_ASM4516284v1_genomic.fna.gz	GCF_040660255.1_ASM4066025v1_genomic.fna.gz	redundant
Streptomyces anulatus NBC_00990	NZ_CP108726.1	6826139	6829781	6.1417	1	1	1	1	GCF_045162665.1_ASM4516266v1_genomic.fna.gz	GCF_044453625.1_ASM4445362v1_genomic.fna.gz	readded_by_content
Streptomyces anulatus NBC 01651	NZ_CP109256.1	6873695	6877338	6.1435	1	1	1	1	GCF_045209825.1_ASM4520982v1_genomic.fna.gz	GCF_042880255.1_ASM4288025v1_genomic.fna.gz	redundant
Streptomyces anulatus NBC_01523	NZ_CP109400.1	6886655	6890297	6.1431	1	1	1	1	GCF_045040395.1_ASM4504039v1_genomic.fna.gz	GCF_040660255.1_ASM4066025v1_genomic.fna.gz	redundant
Streptomyces anulatus NBC_01419	NZ_CP109515.1	2011669	2015311	6.1434	1	1	1	1	GCF_045040255.1_ASM4504025v1_genomic.fna.gz	GCF_040660255.1_ASM4066025v1_genomic.fna.gz	redundant
Streptomyces anulatus SID7903	NZ_JAAGMS010000238.1	110049	113688	6.1434	1	1	1	1	GCF_010548705.1_ASM1054870v1_genomic.fna.gz	GCF_010550525.1_ASM1055052v1_genomic.fna.gz	redundant
Streptomyces anulatus SID9598	NZ_JAAGNH010000274.1	2268	5907	6.1434	1	1	1	1	GCF_010550525.1_ASM1055052v1_genomic.fna.gz	GCF_010550525.1_ASM1055052v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus NPDC098075	NZ_JBEORV010000071.1	27853	31495	6.1435	1	1	1	1	GCF_040302525.1_ASM4030252v1_genomic.fna.gz	GCF_042730735.1_ASM4273073v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC049946	NZ_JBFALZ010000001.1	330189	333831	6.1434	1	1	1	1	GCF_040660255.1_ASM4066025v1_genomic.fna.gz	GCF_040660255.1_ASM4066025v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus NPDC056166	NZ_JBHJUR010000003.1	225421	229064	6.1436	1	1	1	1	GCF_042265145.1_ASM4226514v1_genomic.fna.gz	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC055983	NZ_JBHJYA010000004.1	338898	342540	6.1433	1	1	1	1	GCF_042269665.1_ASM4226966v1_genomic.fna.gz	GCF_042730735.1_ASM4273073v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC056532	NZ_JBHTTV010000019.1	55106	58749	6.1434	1	1	1	1	GCF_042794415.1_ASM4279441v1_genomic.fna.gz	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC056752	NZ_JBHTZO010000024.1	55106	58749	6.1434	1	1	1	1	GCF_042790255.1_ASM4279025v1_genomic.fna.gz	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC056764	NZ_JBHTZU010000011.1	140090	143733	6.1434	1	1	1	1	GCF_042790115.1_ASM4279011v1_genomic.fna.gz	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC056772	NZ_JBHTZZ010000023.1	27904	31547	6.1434	1	1	1	1	GCF_042790015.1_ASM4279001v1_genomic.fna.gz	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC057169	NZ_JBHUVU010000002.1	225458	229101	6.1436	1	1	1	1	GCF_042670365.1_ASM4267036v1_genomic.fna.gz	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC057200	NZ_JBHUWJ010000001.1	183804	187447	6.1435	1	1	1	1	GCF_042670045.1_ASM4267004v1_genomic.fna.gz	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC057562	NZ_JBHVFS010000005.1	196897	200539	6.1433	1	1	1	1	GCF_042801495.1_ASM4280149v1_genomic.fna.gz	GCF_042730735.1_ASM4273073v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC058146	NZ_JBHVUI010000010.1	324245	327888	6.143	1	1	1	1	GCF_042884185.1_ASM4288418v1_genomic.fna.gz	GCF_042754505.1_ASM4275450v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC059609	NZ_JBHWCR010000088.1	4674	8317	6.1435	1	1	1	1	GCF_042734965.1_ASM4273496v1_genomic.fna.gz	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC059664	NZ_JBHWEH010000009.1	27775	31417	6.1435	1	1	1	1	GCF_042734355.1_ASM4273435v1_genomic.fna.gz	GCF_042730735.1_ASM4273073v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC059790	NZ_JBHWHZ010000009.1	47260	50903	6.1434	1	1	1	1	GCF_042732225.1_ASM4273222v1_genomic.fna.gz	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC059793	NZ_JBHWIB010000005.1	47299	50942	6.1434	1	1	1	1	GCF_042732285.1_ASM4273228v1_genomic.fna.gz	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC059907	NZ_JBHWKV010000004.1	27899	31541	6.1435	1	1	1	1	GCF_042730735.1_ASM4273073v1_genomic.fna.gz	GCF_042730735.1_ASM4273073v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus NPDC060179	NZ_JBHWYU010000003.1	127603	131246	6.143	1	1	1	1	GCF_042728915.1_ASM4272891v1_genomic.fna.gz	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC060180	NZ_JBHWYV010000009.1	149892	153535	6.143	1	1	1	1	GCF_042728655.1_ASM4272865v1_genomic.fna.gz	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC058415	NZ_JBHXKM010000010.1	47134	50777	6.1434	1	1	1	1	GCF_042722725.1_ASM4272272v1_genomic.fna.gz	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC059197	NZ_JBHZBE010000013.1	60842	64485	6.1432	1	1	1	1	GCF_042754645.1_ASM4275464v1_genomic.fna.gz	GCF_042754505.1_ASM4275450v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC059191	NZ_JBHZBK010000001.1	430807	434450	6.1432	1	1	1	1	GCF_042754505.1_ASM4275450v1_genomic.fna.gz	GCF_042754505.1_ASM4275450v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus NPDC059178	NZ_JBHZBW010000006.1	237598	241240	6.1435	1	1	1	1	GCF_042755085.1_ASM4275508v1_genomic.fna.gz	GCF_042730735.1_ASM4273073v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC059174	NZ_JBHZCA010000004.1	147702	151344	6.1435	1	1	1	1	GCF_042754985.1_ASM4275498v1_genomic.fna.gz	GCF_042730735.1_ASM4273073v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC059170	NZ_JBHZCE010000001.1	119389	123031	6.1435	1	1	1	1	GCF_042755145.1_ASM4275514v1_genomic.fna.gz	GCF_042730735.1_ASM4273073v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC004982	NZ_JBIALE010000007.1	152090	155731	6.1434	1	1	1	1	GCF_042873135.1_ASM4287313v1_genomic.fna.gz	GCF_042880255.1_ASM4288025v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC092298	JBIVQZ010000004.1	432201	435843	6.1435	1	1	1	1	GCA_044755405.1_ASM4475540v1_genomic.fna.gz	GCF_042730735.1_ASM4273073v1_genomic.fna.gz	redundant
Streptomyces anulatus NBC_01598	NZ_CP109317.1	1794447	1798089	6.1432	1	1	1	1	GCF_045208695.1_ASM4520869v1_genomic.fna.gz	GCF_002551235.1_ASM255123v1_genomic.fna.gz	redundant
Streptomyces anulatus NBC 01556	NZ_CP109368.1	1881805	1885447	6.1433	1	1	1	1	GCF_045208405.1_ASM4520840v1_genomic.fna.gz	GCF_002551235.1_ASM255123v1_genomic.fna.gz	redundant
Streptomyces anulatus NBC_01414	NZ_CP109522.1	1844897	1848539	6.1432	1	1	1	1	GCF_045208065.1_ASM4520806v1_genomic.fna.gz	GCF_002551235.1_ASM255123v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC052073	NZ_JBFAWP010000005.1	35805	39447	6.1433	1	1	1	1	GCF_040680395.1_ASM4068039v1_genomic.fna.gz	GCF_002551235.1_ASM255123v1_genomic.fna.gz	redundant
Streptomyces anulatus NBC_01196	NZ_CP108571.1	6686401	6690044	6.1435	1	1	1	1	GCF_036010525.1_ASM3601052v1_genomic.fna.gz	GCF_042880255.1_ASM4288025v1_genomic.fna.gz	redundant
Streptomyces anulatus NBC_01582	NZ_CP109341.1	2004568	2008211	6.1435	1	1	1	1	GCF_045208495.1_ASM4520849v1_genomic.fna.gz	GCF_042880255.1_ASM4288025v1_genomic.fna.gz	redundant
Streptomyces anulatus K-31	NZ_CP127386.1	6585120	6590546	6.1431	1	1	1	1	GCF_030286025.1_ASM3028602v1_genomic.fna.gz	GCF_030286025.1_ASM3028602v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus NPDC089883	NZ_JBFBGO010000007.1	145717	149359	6.1433	1	1	1	1	GCF_040684655.1_ASM4068465v1_genomic.fna.gz	GCA_044746925.1_ASM4474692v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC090128	JBIVDD010000004.1	145744	149386	6.1433	1	1	1	1	GCA_044746925.1_ASM4474692v1_genomic.fna.gz	GCA_044746925.1_ASM4474692v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus NPDC093813	NZ_JBFBDK010000028.1	11289	15030	6.1421	1	1	1	1	GCF_040683295.1_ASM4068329v1_genomic.fna.gz	GCA_044763835.1_ASM4476383v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC094433	JBIWGY010000026.1	11405	15146	6.1421	1	1	1	1	GCA_044763835.1_ASM4476383v1_genomic.fna.gz	GCA_044763835.1_ASM4476383v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus NPDC050850	NZ_JBFAGX010000058.1	35872	39514	6.1434	1	1	1	1	GCF_040653885.1_ASM4065388v1_genomic.fna.gz	GCF_002551235.1_ASM255123v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC032162	NZ_JBEZVM010000007.1	29913	33555	6.1435	1	1	1	1	GCF_040636965.1_ASM4063696v1_genomic.fna.gz	GCF_040636965.1_ASM4063696v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus VUW1	NZ_CP080029.1	6702896	6706538	6.1432	1	1	1	1	GCF_019378935.1_ASM1937893v1_genomic.fna.gz	GCF_042721985.1_ASM4272198v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC027484	NZ_JBEZXK010000004.1	177340	180982	6.1434	1	1	1	1	GCF_040637955.1_ASM4063795v1_genomic.fna.gz	GCF_044453625.1_ASM4445362v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC060151	NZ_JBHWYC010000033.1	27940	31582	6.1435	1	1	1	1	GCF_042729255.1_ASM4272925v1_genomic.fna.gz	GCF_042721985.1_ASM4272198v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC058422	NZ_JBHXKT010000043.1	49081	52723	6.1433	1	1	1	1	GCF_042722095.1_ASM4272209v1_genomic.fna.gz	GCF_042721985.1_ASM4272198v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC058433	NZ_JBHXLD010000004.1	315589	319231	6.1433	1	1	1	1	GCF_042721985.1_ASM4272198v1_genomic.fna.gz	GCF_042721985.1_ASM4272198v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus NPDC051560	NZ_JBFAZS010000019.1	47447	51090	6.1434	1	1	1	1	GCF_040681925.1_ASM4068192v1_genomic.fna.gz	GCF_042880255.1_ASM4288025v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC048677	NZ_JBEZHE010000001.1	328504	332145	6.1428	1	1	1	1	GCF_040650425.1_ASM4065042v1_genomic.fna.gz	GCF_040674515.1_ASM4067451v1_genomic.fna.gz	redundant
Streptomyces anulatus NPDC049943	NZ_JBFAMB010000002.1	412402	416043	6.1428	1	1	1	1	GCF_040674515.1_ASM4067451v1_genomic.fna.gz	GCF_040674515.1_ASM4067451v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus NPDC051559	NZ_JBFAZT010000001.1	362546	366188	6.1427	1	1	1	1	GCF_040681895.1_ASM4068189v1_genomic.fna.gz	GCF_044454235.1_ASM4445423v1_genomic.fna.gz	readded_by_content
Streptomyces anulatus NPDC059481	NZ_JBHYUE010000054.1	49507	53150	6.1429	1	1	1	1	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	GCF_042749565.1_ASM4274956v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus NBC_00171	NZ_CP108146.1	6789559	6793208	6.1424	1	1	1	1	GCF_036206925.1_ASM3620692v1_genomic.fna.gz	GCF_044333905.1_ASM4433390v1_genomic.fna.gz	readded_by_content
Streptomyces anulatus NBC_00107	NZ_CP108207.1	6791058	6794707	6.1424	1	1	1	1	GCF_045041435.1_ASM4504143v1_genomic.fna.gz	GCF_044333905.1_ASM4433390v1_genomic.fna.gz	redundant
Streptomyces anulatus NRRL B-3362	NZ_JNXS01000017.1	84329	88209	6.1417	1	1	1	1	GCF_000717105.1_ASM71710v1_genomic.fna.gz	GCF_000717105.1_ASM71710v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus NRRL B-3362	NZ_JNXS01000029.1	115300	119077	7.1348	1	1	1	1	GCF_000717105.1_ASM71710v1_genomic.fna.gz	GCF_000717105.1_ASM71710v1_genomic.fna.gz	dereplication_representative
Streptomyces anulatus NRRL B-2873	NZ_JOEZ01000017.1	84226	88106	6.1417	1	1	1	1	GCF_000721175.1_ASM72117v1_genomic.fna.gz	GCF_000717105.1_ASM71710v1_genomic.fna.gz	redundant
Streptomyces anulatus NRRL B-2873	NZ_JOEZ01000029.1	84645	88422	7.1348	1	1	1	1	GCF_000721175.1_ASM72117v1_genomic.fna.gz	GCF_000717105.1_ASM71710v1_genomic.fna.gz	redundant
Streptomyces griseochromogenes ATCC 14511	NZ_CP016279.1	10513894	10516666	5.1086	0	1	1	1	GCF_001542625.1_ASM154262v2_genomic.fna.gz	GCF_017874495.1_ASM1787449v1_genomic.fna.gz	redundant
Streptomyces griseochromogenes DSM 40499	NZ_JAGGLP010000007.1	455935	458707	5.1086	0	1	1	1	GCF_017874495.1_ASM1787449v1_genomic.fna.gz	GCF_017874495.1_ASM1787449v1_genomic.fna.gz	dereplication_representative
Streptomyces griseochromogenes NPDC020914	NZ_JBIRRS010000014.1	176534	179306	5.1086	0	1	1	1	GCF_044333835.1_ASM4433383v1_genomic.fna.gz	GCF_017874495.1_ASM1787449v1_genomic.fna.gz	redundant
Streptomyces flavidovirens NPDC003013	NZ_JBEXNP010000001.1	665074	669465	6.1405	1	1	1	1	GCF_040611195.1_ASM4061119v1_genomic.fna.gz	GCF_042888305.1_ASM4288830v1_genomic.fna.gz	redundant
Streptomyces flavidovirens NPDC003029	NZ_JBIAPK010000003.1	592836	597228	6.1405	1	1	1	1	GCF_042888305.1_ASM4288830v1_genomic.fna.gz	GCF_042888305.1_ASM4288830v1_genomic.fna.gz	dereplication_representative
Streptomyces flavidovirens DSM 40150	NZ_AUBE01000001.1	136205	140593	6.141	1	1	1	1	GCF_000429085.1_ASM42908v1_genomic.fna.gz	GCF_000429085.1_ASM42908v1_genomic.fna.gz	dereplication_representative
Protofrankia symbiont of Coriaria ruscifolia	NZ_CAAAFR010000126.1	1127	4908	6.1424	1	1	1	1	GCF_900634745.1_Cv1_Ct_nod1_genomic.fna.gz	GCF_900634745.1_Cv1_Ct_nod1_genomic.fna.gz	dereplication_representative
Wenjunlia vitaminophila DSM 41686	NZ_KB904657.1	75215	78814	6.1421	1	1	1	1	GCF_000380165.1_ASM38016v1_genomic.fna.gz	GCF_001445835.1_ASM144583v1_genomic.fna.gz	redundant
Wenjunlia vitaminophila ATCC 31673	NZ_LLZU01000011.1	76917	80516	6.1421	1	1	1	1	GCF_001445835.1_ASM144583v1_genomic.fna.gz	GCF_001445835.1_ASM144583v1_genomic.fna.gz	dereplication_representative
Saccharothrix luteola NEAU-S10	NZ_JAJHUO010000012.1	229253	232819	6.1439	1	1	1	1	GCF_020859565.1_ASM2085956v1_genomic.fna.gz	GCF_020859565.1_ASM2085956v1_genomic.fna.gz	dereplication_representative
Sphaerisporangium perillae NEAU-ZS1	NZ_JALLPO010000004.1	31284	45610	6.1418	1	1	1	1	GCF_023276435.1_ASM2327643v1_genomic.fna.gz	GCF_023276435.1_ASM2327643v1_genomic.fna.gz	dereplication_representative
Sphaerisporangium perillae NEAU-ZS1	NZ_JALLPO010000002.1	135454	138246	5.1047	0	1	1	1	GCF_023276435.1_ASM2327643v1_genomic.fna.gz	GCF_023276435.1_ASM2327643v1_genomic.fna.gz	dereplication_representative
Gandjariella thermophila SL3-2-4	NZ_BJFL01000020.1	18617	22160	4.1266	1	1	1	0	GCF_005405885.1_ASM540588v1_genomic.fna.gz	GCF_005405885.1_ASM540588v1_genomic.fna.gz	dereplication_representative
Gandjariella thermophila SL3-2-4	NZ_BJFL01000017.1	42823	45638	5.1059	0	1	1	1	GCF_005405885.1_ASM540588v1_genomic.fna.gz	GCF_005405885.1_ASM540588v1_genomic.fna.gz	dereplication_representative
Kineosporia sp. NBRC 101731	NZ_BSTC01000013.1	91855	95399	6.1434	1	1	1	1	GCF_030269305.1_ASM3026930v1_genomic.fna.gz	GCF_030269305.1_ASM3026930v1_genomic.fna.gz	dereplication_representative
Planosporangium thailandense TBRC 5610	NZ_JAATVY010000004.1	362767	373262	6.1447	1	1	1	1	GCF_011947195.1_ASM1194719v1_genomic.fna.gz	GCF_011947195.1_ASM1194719v1_genomic.fna.gz	dereplication_representative
Streptomyces orinoci NPDC052347	NZ_JBFAUK010000019.1	78767	82453	6.1418	1	1	1	1	GCF_040679255.1_ASM4067925v1_genomic.fna.gz	GCF_003121295.1_ASM312129v1_genomic.fna.gz	redundant
Streptomyces orinoci NRRL B-3379	NZ_PHNC01000031.1	288480	292166	6.1418	1	1	1	1	GCF_003121295.1_ASM312129v1_genomic.fna.gz	GCF_003121295.1_ASM312129v1_genomic.fna.gz	dereplication_representative
Actinoallomurus rhizosphaericola WRP9H-5	NZ_JAMXMW010000007.1	297231	320266	7.1473	1	1	1	1	GCF_024055675.1_ASM2405567v1_genomic.fna.gz	GCF_024055675.1_ASM2405567v1_genomic.fna.gz	dereplication_representative
Actinopolyspora mzabensis DSM 45460	NZ_FNFM01000004.1	405313	409019	6.1427	1	1	1	1	GCF_900101095.1_IMG-taxon_2619619027_annotated_assembly_genomic.fna.gz	GCF_900101095.1_IMG-taxon_2619619027_annotated_assembly_genomic.fna.gz	dereplication_representative
Actinomadura keratinilytica JCM 17316	NZ_BAABDO010000020.1	22077	43062	6.1466	1	1	1	1	GCF_039539665.1_ASM3953966v1_genomic.fna.gz	GCF_039539665.1_ASM3953966v1_genomic.fna.gz	dereplication_representative
Actinomadura keratinilytica JCM 17316	NZ_JBHTFR010000001.1	3280360	3301340	4.1137	0	1	1	1	GCF_042666695.1_ASM4266669v1_genomic.fna.gz	GCF_039539665.1_ASM3953966v1_genomic.fna.gz	readded_by_content
Streptomyces sparsogenes NPDC047914	NZ_JBEZOG010000001.1	525809	532682	6.1386	1	1	1	1	GCF_040653495.1_ASM4065349v1_genomic.fna.gz	GCF_040653495.1_ASM4065349v1_genomic.fna.gz	dereplication_representative
Streptomyces sparsogenes NPDC047914	NZ_JBEZOG010000003.1	367357	370167	5.1046	0	1	1	1	GCF_040653495.1_ASM4065349v1_genomic.fna.gz	GCF_040653495.1_ASM4065349v1_genomic.fna.gz	dereplication_representative
Streptomyces sparsogenes NPDC020416	NZ_JBFAEQ010000003.1	105187	112023	6.1375	1	1	1	1	GCF_040642055.1_ASM4064205v1_genomic.fna.gz	GCF_044903365.1_ASM4490336v1_genomic.fna.gz	redundant
Streptomyces sparsogenes NPDC020416	NZ_JBFAEQ010000030.1	54318	58506	5.1052	0	1	1	1	GCF_040642055.1_ASM4064205v1_genomic.fna.gz	GCF_044903365.1_ASM4490336v1_genomic.fna.gz	redundant
Streptomyces sparsogenes NPDC021451	NZ_JBJDQF010000003.1	418871	425706	6.1375	1	1	1	1	GCF_044903365.1_ASM4490336v1_genomic.fna.gz	GCF_044903365.1_ASM4490336v1_genomic.fna.gz	dereplication_representative
Streptomyces sparsogenes NPDC021451	NZ_JBJDQF010000016.1	23347	27529	5.105	0	1	1	1	GCF_044903365.1_ASM4490336v1_genomic.fna.gz	GCF_044903365.1_ASM4490336v1_genomic.fna.gz	dereplication_representative
Streptomyces sparsogenes NPDC001830	NZ_JBEOYV010000010.1	127868	134716	6.1384	1	1	1	1	GCF_040297285.1_ASM4029728v1_genomic.fna.gz	GCF_040297285.1_ASM4029728v1_genomic.fna.gz	dereplication_representative
Streptomyces sparsogenes NPDC001830	NZ_JBEOYV010000019.1	103431	106241	5.1053	0	1	1	1	GCF_040297285.1_ASM4029728v1_genomic.fna.gz	GCF_040297285.1_ASM4029728v1_genomic.fna.gz	dereplication_representative
Streptomyces sparsogenes NPDC020127	NZ_JBEXZX010000002.1	386943	393794	6.1387	1	1	1	1	GCF_040631325.1_ASM4063132v1_genomic.fna.gz	GCF_040631325.1_ASM4063132v1_genomic.fna.gz	dereplication_representative
Streptomyces sparsogenes NPDC020127	NZ_JBEXZX010000005.1	175650	178460	5.1048	0	1	1	1	GCF_040631325.1_ASM4063132v1_genomic.fna.gz	GCF_040631325.1_ASM4063132v1_genomic.fna.gz	dereplication_representative
Streptomyces sparsogenes DSM 40356	NZ_ASQP01000430.1	5959	8769	5.1055	0	1	1	1	GCF_001969965.1_Sparso1.0_genomic.fna.gz	GCF_001969965.1_Sparso1.0_genomic.fna.gz	dereplication_representative
Streptomyces sparsogenes NPDC044993	NZ_JBEZBC010000009.1	68377	75212	6.1373	1	1	1	1	GCF_040646815.1_ASM4064681v1_genomic.fna.gz	GCF_044903365.1_ASM4490336v1_genomic.fna.gz	redundant
Streptomyces sparsogenes NPDC044993	NZ_JBEZBC010000042.1	11721	15909	5.1049	0	1	1	1	GCF_040646815.1_ASM4064681v1_genomic.fna.gz	GCF_044903365.1_ASM4490336v1_genomic.fna.gz	redundant
