JSWS02000001.1	GCA_000772595.2
ABUELO010000001.1	GCA_041381595.1
ABUEYF010000018.1	GCA_041410235.1
ABUFFD010000001.1	GCA_041426655.1
ABUFJB010000018.1	GCA_041428725.1
ABUGRD010000001.1	GCA_041461735.1
ABUGVV010000001.1	GCA_041501785.1
ABUGWB010000001.1	GCA_041501875.1
ABUGVZ010000001.1	GCA_041501925.1
ABUGWX010000001.1	GCA_041502245.1
ABUGYW010000001.1	GCA_041503385.1
ABUGYV010000001.1	GCA_041503425.1
ABUGYY010000001.1	GCA_041503445.1
ABUHET010000001.1	GCA_041506605.1
ABUHFA010000001.1	GCA_041506735.1
ABUHFB010000001.1	GCA_041506775.1
ABUHFI010000001.1	GCA_041506895.1
ABUHGI010000001.1	GCA_041507445.1
ABUHKL010000001.1	GCA_041509615.1
ABUHTQ010000001.1	GCA_041514555.1
ABUHTP010000001.1	GCA_041514565.1
ABUHTR010000002.1	GCA_041514575.1
ABUHTO010000001.1	GCA_041514585.1
ABUHTT010000001.1	GCA_041514705.1
ABUHWE010000001.1	GCA_041515975.1
ABUIAL010000001.1	GCA_041518225.1
ABUIDF010000001.1	GCA_041521555.1
ABUIDD010000001.1	GCA_041521565.1
ABUIIH010000001.1	GCA_041526245.1
ABUIRD010000001.1	GCA_041533885.1
ABUJGE010000001.1	GCA_041569425.1
ABUJPK010000001.1	GCA_041696615.1
ABUJVV010000001.1	GCA_041717825.1
ABUJVU010000004.1	GCA_041717865.1
ABUKAT010000001.1	GCA_041720465.1
ABUKHT010000009.1	GCA_041725025.1
ABUKHX010000001.1	GCA_041725125.1
ABUKIA010000007.1	GCA_041725205.1
ABUKIX010000001.1	GCA_041725655.1
ABUKKV010000006.1	GCA_041732195.1
ABUKLW010000001.1	GCA_041732735.1
ABULKF010000001.1	GCA_041762625.1
ABULST010000001.1	GCA_041770005.1
ABULUC010000001.1	GCA_041771385.1
ABULUA010000001.1	GCA_041771395.1
ABUMCA010000025.1	GCA_041780155.1
ABUMCS010000001.1	GCA_041780955.1
ABUMNR010000001.1	GCA_041793935.1
ABUMOD010000001.1	GCA_041794315.1
ABUMNQ010000001.1	GCA_041794415.1
ABUMOF010000001.1	GCA_041794555.1
ABUMOA010000001.1	GCA_041794595.1
ABUMOI010000006.1	GCA_041794855.1
ABUMOR010000001.1	GCA_041795365.1
ABUMOT010000001.1	GCA_041795565.1
ABUMOY010000001.1	GCA_041795685.1
ABUMOZ010000001.1	GCA_041795725.1
ABUMPA010000001.1	GCA_041795765.1
ABUMPC010000006.1	GCA_041795945.1
ABUMPD010000001.1	GCA_041796125.1
ABUMWS010000001.1	GCA_041863155.1
ABUNAO010000001.1	GCA_041865165.1
ABUNHP010000001.1	GCA_041868915.1
ABUNRR010000001.1	GCA_041874805.1
ABUNXQ010000009.1	GCA_041879565.1
ABUNXP010000001.1	GCA_041879585.1
ABUNXN010000001.1	GCA_041879605.1
ABUOAR010000001.1	GCA_041881305.1
ABUOCP010000001.1	GCA_041882245.1
ABUORB010000001.1	GCA_041890395.1
ABUOXW010000001.1	GCA_041895885.1
ABUPBD010000001.1	GCA_041897655.1
ABUPBB010000001.1	GCA_041897675.1
ABUPBC010000004.1	GCA_041897695.1
ABUTUE010000001.1	GCA_042141485.1
ABUTYP010000001.1	GCA_042144635.1
ABUTYQ010000001.1	GCA_042144855.1
ABUVCH010000001.1	GCA_042162055.1
ABUVFX010000002.1	GCA_042163975.1
ABUVGB010000011.1	GCA_042163995.1
ABUVGH010000001.1	GCA_042164115.1
ABUVIR010000001.1	GCA_042165175.1
ABUVIS010000001.1	GCA_042165375.1
ABUVJL010000001.1	GCA_042165735.1
ABUWSF010000001.1	GCA_042185505.1
ABUXAG010000010.1	GCA_042190945.1
ABUXDA010000013.1	GCA_042192395.1
ABUXDI010000020.1	GCA_042192605.1
ABUXGZ010000001.1	GCA_042197905.1
ABUXHW010000001.1	GCA_042198305.1
ABUXLU010000001.1	GCA_042200335.1
ABUXVA010000001.1	GCA_042205145.1
ABUXUT010000001.1	GCA_042205215.1
ABUYJL010000001.1	GCA_042212925.1
ABUYJP010000001.1	GCA_042213025.1
ABUYLZ010000001.1	GCA_042214285.1
ABUYXJ010000001.1	GCA_042223385.1
ABUZER010000001.1	GCA_042227125.1
ABUZEQ010000001.1	GCA_042227145.1
ABUZET010000001.1	GCA_042227165.1
ABUZZU010000001.1	GCA_042238165.1
ABUZZS010000002.1	GCA_042238185.1
ABUZZV010000001.1	GCA_042238225.1
ABUZZT010000002.1	GCA_042238245.1
ABVBHJ010000001.1	GCA_042263675.1
ABVBHN010000001.1	GCA_042263745.1
DAXFMO010000001.1	GCA_042274795.1
DAXFMQ010000001.1	GCA_042275225.1
DAXFMT010000001.1	GCA_042275365.1
DAXFMV010000001.1	GCA_042275425.1
DAXFMU010000001.1	GCA_042275505.1
ABVIMR010000001.1	GCA_042393115.1
ABVOIQ010000001.1	GCA_042492725.1
ABVOZU010000001.1	GCA_042505875.1
ABVOZW010000001.1	GCA_042506255.1
ABVPCE010000001.1	GCA_042513395.1
ABVPIL010000001.1	GCA_042517055.1
ABVRFQ010000001.1	GCA_042564575.1
ABVSNW010000001.1	GCA_042594355.1
ABVTAY010000001.1	GCA_042601195.1
JBHUGQ010000001.1	GCA_042681845.1
ABVTUW010000001.1	GCA_042693955.1
ABVTUY010000001.1	GCA_042693975.1
ABVTVL010000001.1	GCA_042694385.1
ABVTVR010000001.1	GCA_042694495.1
ABVUDC010000001.1	GCA_042707025.1
ABVUHT010000001.1	GCA_042712155.1
ABVUIL010000001.1	GCA_042713135.1
ABVUMQ010000001.1	GCA_042719935.1
ABVUMS010000001.1	GCA_042720245.1
ABVUZQ010000001.1	GCA_042751155.1
ABVVAO010000001.1	GCA_042752895.1
DAXNBT010000001.1	GCA_042788335.1
DAXNFW010000012.1	GCA_042796425.1
DAXNGR010000002.1	GCA_042798315.1
DAXNGP010000011.1	GCA_042798395.1
DAXNIU010000014.1	GCA_042804035.1
DAXNIV010000001.1	GCA_042804115.1
DAXNIW010000016.1	GCA_042804125.1
DAXNIY010000022.1	GCA_042804175.1
DAXNIZ010000014.1	GCA_042804195.1
DAXNJA010000016.1	GCA_042804215.1
DAXNJC010000036.1	GCA_042804235.1
DAXNJH010000011.1	GCA_042804295.1
DAXNJG010000006.1	GCA_042804315.1
DAXNJF010000014.1	GCA_042804325.1
DAXNJD010000013.1	GCA_042804365.1
ABVVFX010000001.1	GCA_042812485.1
ABVVGM010000001.1	GCA_042813325.1
ABVVGL010000001.1	GCA_042813345.1
ABVVGN010000001.1	GCA_042813385.1
DAXPPP010000029.1	GCA_042839075.1
DAXPPS010000026.1	GCA_042839155.1
DAXRFU010000008.1	GCA_042886055.1
DAXRIK010000017.1	GCA_042894045.1
DAXRKA010000001.1	GCA_042898745.1
DAXRLM010000002.1	GCA_042903075.1
DAXTFU010000004.1	GCA_042932595.1
DAXTIB010000005.1	GCA_042933845.1
DAXTIJ010000009.1	GCA_042933985.1
DAXTMR010000004.1	GCA_042936435.1
ABVVNS010000001.1	GCA_042943735.1
DAXTZN010000001.1	GCA_042946065.1
DAXTZO010000005.1	GCA_042946085.1
DAXTZV010000004.1	GCA_042946205.1
DAXUAO010000005.1	GCA_042946565.1
DAXUAQ010000004.1	GCA_042946575.1
DAXUAY010000001.1	GCA_042946805.1
DAXUAZ010000006.1	GCA_042946835.1
DAXUCV010000001.1	GCA_042947765.1
DAXUCU010000001.1	GCA_042947785.1
DAXUCW010000001.1	GCA_042947805.1
DAXUDA010000008.1	GCA_042947905.1
DAXUDC010000001.1	GCA_042947945.1
DAXUDD010000008.1	GCA_042947965.1
DAXUEZ010000009.1	GCA_042948885.1
DAXUFB010000001.1	GCA_042948905.1
DAXUEY010000007.1	GCA_042948925.1
DAXUFA010000001.1	GCA_042948945.1
DAXVNP010000001.1	GCA_042972755.1
DAXVNQ010000001.1	GCA_042972775.1
DAXVNR010000008.1	GCA_042972795.1
DAXVNS010000009.1	GCA_042972815.1
DAXVNU010000006.1	GCA_042972835.1
DAXVNT010000007.1	GCA_042972855.1
DAXVNW010000007.1	GCA_042972875.1
DAXVNV010000009.1	GCA_042972895.1
DAXVNY010000001.1	GCA_042972935.1
DAXVPK010000007.1	GCA_042973695.1
DAXVPJ010000007.1	GCA_042973735.1
DAXVPN010000001.1	GCA_042973755.1
DAXVPP010000008.1	GCA_042973775.1
DAXVPO010000008.1	GCA_042973795.1
DAXVPQ010000008.1	GCA_042973815.1
DAXVPR010000007.1	GCA_042973875.1
DAXVPX010000007.1	GCA_042973975.1
DAXXEN010000002.1	GCA_042995575.1
DAXXEL010000002.1	GCA_042995595.1
DAXXFT010000005.1	GCA_042996285.1
DAXXGF010000002.1	GCA_042996525.1
DAYAFC010000003.1	GCA_043047905.1
DAYAFE010000005.1	GCA_043047945.1
DAYAFJ010000003.1	GCA_043048005.1
DAYAFN010000002.1	GCA_043048105.1
DAYAIP010000001.1	GCA_043049755.1
DAYAJA010000004.1	GCA_043049995.1
ABVWPK010000001.1	GCA_043062605.1
ABVWPL010000005.1	GCA_043062705.1
ABVWPO010000004.1	GCA_043062745.1
ABVWRY010000003.1	GCA_043064755.1
ABVWSB010000001.1	GCA_043069395.1
ABVWSI010000001.1	GCA_043069555.1
ABVWSJ010000001.1	GCA_043072375.1
ABVWYQ010000001.1	GCA_043152715.1
DAYICU010000001.1	GCA_043180335.1
JBGNVK010000058.1	GCA_043195615.1
JBGNVW010000003.1	GCA_043196015.1
DAYKGI010000004.1	GCA_043206635.1
DAYKGI010000039.1	GCA_043206635.1
DAYKGK010000001.1	GCA_043206665.1
DAYKGX010000001.1	GCA_043206935.1
DAYKKX010000060.1	GCA_043209025.1
DAYLBJ010000004.1	GCA_043217575.1
DAYLBU010000007.1	GCA_043217795.1
DAYLCO010000003.1	GCA_043218215.1
DAYNLQ010000025.1	GCA_043280725.1
DAYNLR010000023.1	GCA_043280885.1
DAYNME010000035.1	GCA_043281265.1
DAYNMD010000016.1	GCA_043281545.1
DAYNMG010000025.1	GCA_043281675.1
DAYNMO010000021.1	GCA_043281805.1
DAYNMR010000025.1	GCA_043281925.1
DAYNNA010000002.1	GCA_043282125.1
DAYNNF010000060.1	GCA_043282205.1
DAYNND010000004.1	GCA_043282245.1
DAYNOL010000004.1	GCA_043282825.1
DAYNOR010000002.1	GCA_043282965.1
DAYNOU010000052.1	GCA_043283025.1
DAYNPL010000001.1	GCA_043283365.1
DAYNPO010000036.1	GCA_043283445.1
DAYNPQ010000038.1	GCA_043283465.1
DAYNRS010000036.1	GCA_043284625.1
DAYNSG010000068.1	GCA_043284885.1
DAYNSL010000050.1	GCA_043285005.1
DAYNTA010000060.1	GCA_043285325.1
DAYNSO010000030.1	GCA_043285345.1
DAYNTZ010000061.1	GCA_043285865.1
DAYNUA010000247.1	GCA_043285885.1
DAYNUU010000059.1	GCA_043286645.1
DAYNUS010000062.1	GCA_043286685.1
DAYNVG010000048.1	GCA_043286875.1
DAYNVM010000028.1	GCA_043286985.1
DAYNVP010000029.1	GCA_043287025.1
DAYPMQ010000001.1	GCA_043289565.1
DAYPMS010000001.1	GCA_043289585.1
ABVXLF010000001.1	GCA_043289745.1
ABVXLG010000001.1	GCA_043289765.1
ABVXLE010000001.1	GCA_043289805.1
ABVXLI010000001.1	GCA_043289905.1
DAYQBG010000010.1	GCA_043290235.1
DAYQBU010000049.1	GCA_043290525.1
DAYQCN010000063.1	GCA_043290885.1
DAYQCO010000082.1	GCA_043290895.1
DAYQCR010000085.1	GCA_043290945.1
ABVXND010000001.1	GCA_043303215.1
DAYPWK010000009.1	GCA_043309215.1
DAYPXD010000058.1	GCA_043309555.1
DAYPXL010000048.1	GCA_043309715.1
DAYOUR010000059.1	GCA_043315775.1
DAYOXK010000022.1	GCA_043317315.1
DAYOYK010000183.1	GCA_043317815.1
DAYOYS010000066.1	GCA_043317935.1
DAYOYL010000080.1	GCA_043318015.1
DAYOZE010000148.1	GCA_043318175.1
DAYOZC010000085.1	GCA_043318235.1
DAYPAJ010000092.1	GCA_043318855.1
DAYPAM010000006.1	GCA_043318895.1
DAYPAX010000021.1	GCA_043319115.1
DAYPEG010000012.1	GCA_043320855.1
DAYPFA010000084.1	GCA_043321435.1
DAYPFH010000052.1	GCA_043321555.1
DAYPFP010000036.1	GCA_043321675.1
DAYPFU010000031.1	GCA_043321755.1
DAYPFZ010000045.1	GCA_043321775.1
DAYPGW010000030.1	GCA_043322255.1
DAYPGX010000001.1	GCA_043322275.1
DAYPKP010000065.1	GCA_043324275.1
DAYPKV010000111.1	GCA_043324395.1
DAYPKW010000179.1	GCA_043324435.1
DAYPMM010000001.1	GCA_043324975.1
DAYPNC010000060.1	GCA_043325475.1
DAYPNE010000035.1	GCA_043325505.1
DAYPNG010000047.1	GCA_043325535.1
DAYPNG010000046.1	GCA_043325535.1
DAYPNO010000010.1	GCA_043325655.1
DAYPNM010000029.1	GCA_043325695.1
DAYPOG010000002.1	GCA_043326055.1
DAYNYG010000049.1	GCA_043335215.1
DAYNYG010000097.1	GCA_043335215.1
DAYNYJ010000003.1	GCA_043336355.1
DAYNZD010000134.1	GCA_043336755.1
DAYNZI010000009.1	GCA_043336875.1
DAYOBF010000003.1	GCA_043337855.1
DAYOBL010000048.1	GCA_043337955.1
DAYOBT010000088.1	GCA_043338075.1
DAYOBU010000004.1	GCA_043338135.1
DAYODY010000012.1	GCA_043339275.1
DAYOED010000011.1	GCA_043339355.1
DAYOEW010000061.1	GCA_043339735.1
DAYOFU010000044.1	GCA_043340515.1
DAYOGR010000038.1	GCA_043340735.1
DAYOGX010000017.1	GCA_043340835.1
DAYOIB010000053.1	GCA_043341455.1
DAYOJR010000043.1	GCA_043342275.1
DAYOJP010000021.1	GCA_043342295.1
DAYOON010000042.1	GCA_043344855.1
DAYOOQ010000021.1	GCA_043344875.1
DAYOOR010000031.1	GCA_043344895.1
DAYOPD010000015.1	GCA_043345125.1
ABVXNX010000001.1	GCA_043380185.1
DAYUGB010000044.1	GCA_043386445.1
ABVXVR010000001.1	GCA_043425775.1
ABVYOC010000001.1	GCA_043470895.1
ABVYOB010000001.1	GCA_043470915.1
ABVYOD010000001.1	GCA_043470945.1
ABVYPH010000001.1	GCA_043471935.1
DAYZAS010000004.1	GCA_043472795.1
DAZBFY010000003.1	GCA_043510265.1
DAZCHQ010000002.1	GCA_043525915.1
DAZCHR010000002.1	GCA_043525955.1
DAZCHX010000002.1	GCA_043526015.1
DAZCIA010000002.1	GCA_043526035.1
DAZCHZ010000002.1	GCA_043526075.1
DAZCJL010000002.1	GCA_043526865.1
DAZCKD010000002.1	GCA_043527595.1
DAZCMP010000002.1	GCA_043532955.1
DAZCNG010000007.1	GCA_043533595.1
DAZCOJ010000002.1	GCA_043538545.1
DAZCOV010000002.1	GCA_043539115.1
DAZCPU010000002.1	GCA_043539695.1
DAZCQL010000002.1	GCA_043540115.1
DAZCSO010000002.1	GCA_043541175.1
DAZCSN010000002.1	GCA_043541195.1
DAZCSQ010000002.1	GCA_043541215.1
DAZCTE010000002.1	GCA_043541515.1
DAZCVJ010000002.1	GCA_043542675.1
DAZCVW010000002.1	GCA_043542935.1
DAZCXY010000003.1	GCA_043544035.1
DAZCYB010000002.1	GCA_043544115.1
DAZCZT010000002.1	GCA_043544965.1
DAZCZS010000003.1	GCA_043544985.1
DAZDAS010000037.1	GCA_043545515.1
DAZDNF010000002.1	GCA_043552195.1
DAZDRM010000002.1	GCA_043554465.1
DAZDRP010000002.1	GCA_043554485.1
DAZDSZ010000002.1	GCA_043555285.1
DAZDYN010000024.1	GCA_043564075.1
DAZEDG010000002.1	GCA_043567605.1
DAZEIK010000002.1	GCA_043570265.1
ABVZHJ010000001.1	GCA_043606885.1
ABVZHN010000001.1	GCA_043607965.1
ABVZJK010000001.1	GCA_043617905.1
ABVZJW010000001.1	GCA_043624265.1
ABVZKN010000001.1	GCA_043630245.1
DAZLFI010000001.1	GCA_043666875.1
DAZLKU010000001.1	GCA_043669875.1
DAZLLE010000001.1	GCA_043670075.1
DAZMZX010000001.1	GCA_043698445.1
DAZNDN010000002.1	GCA_043700405.1
DAZNFO010000001.1	GCA_043701485.1
DAZNFY010000001.1	GCA_043701685.1
DAZNGT010000001.1	GCA_043702135.1
DAZNGV010000001.1	GCA_043702235.1
DAZNLH010000001.1	GCA_043704505.1
DAZNNL010000003.1	GCA_043705665.1
DAZNUL010000001.1	GCA_043709365.1
ABVZSA010000001.1	GCA_043793765.1
JBETML010000010.1	GCA_043846475.1
JBETMS010000007.1	GCA_043846615.1
JBETMR010000002.1	GCA_043846635.1
ABVZVS010000001.1	GCA_043863615.1
ABVZXH010000001.1	GCA_043893075.1
ABVZZF010000001.1	GCA_043899245.1
ABVZZN010000001.1	GCA_043901925.1
ABVZZM010000001.1	GCA_043901965.1
ABVZZQ010000001.1	GCA_043902925.1
ABWAKV010000001.1	GCA_043934835.1
ABWALH010000001.1	GCA_043942605.1
JBIMVD010000001.1	GCA_043946815.1
JBIMVC010000008.1	GCA_043946835.1
JBIMVF010000001.1	GCA_043946855.1
JBIMVK010000001.1	GCA_043946975.1
JBIMVK010000010.1	GCA_043946975.1
JBIMVL010000007.1	GCA_043946995.1
JBIMVR010000001.1	GCA_043947115.1
JBIMVS010000007.1	GCA_043947135.1
JBIMVU010000007.1	GCA_043947195.1
JBIMWT010000001.1	GCA_043947665.1
JBIMXH010000007.1	GCA_043947985.1
JBIMYO010000008.1	GCA_043948645.1
JBIMYP010000001.1	GCA_043948665.1
JBIMYR010000008.1	GCA_043949525.1
JBIMYT010000001.1	GCA_043949585.1
JBIMYS010000001.1	GCA_043949615.1
JBIMYW010000009.1	GCA_043949625.1
JBIMYW010000001.1	GCA_043949625.1
JBIMZB010000001.1	GCA_043949735.1
JBIMYZ010000174.1	GCA_043949755.1
JBIMYZ010000139.1	GCA_043949755.1
JBINCA010000004.1	GCA_043955665.1
DAZXFP010000001.1	GCA_043982425.1
DAZXFW010000001.1	GCA_043982435.1
DAZXFY010000001.1	GCA_043982465.1
DAZXHZ010000001.1	GCA_043983625.1
ABWAXG010000001.1	GCA_044014225.1
ABWBCV010000001.1	GCA_044032395.1
ABWBEB010000001.1	GCA_044033285.1
ABWBJR010000001.1	GCA_044063145.1
ABWBJS010000001.1	GCA_044063215.1
DBACVC010000001.1	GCA_044069025.1
DBACWB010000001.1	GCA_044070635.1
ABWBKJ010000001.1	GCA_044084675.1
DBADYZ010000002.1	GCA_044086035.1
ABWBKM010000001.1	GCA_044086715.1
ABWBLC010000001.1	GCA_044088755.1
DBAHDQ010000003.1	GCA_044153955.1
DBAHEL010000006.1	GCA_044154385.1
DBAHJG010000004.1	GCA_044156865.1
DBAHLG010000005.1	GCA_044157905.1
DBAHXV010000004.1	GCA_044164555.1
DBAHYD010000005.1	GCA_044164675.1
DBAHYG010000009.1	GCA_044164935.1
DBAHYK010000002.1	GCA_044164975.1
DBAHYL010000008.1	GCA_044165005.1
DBAHYM010000020.1	GCA_044165055.1
DBAUOE010000002.1	GCA_044414325.1
DBAUTR010000003.1	GCA_044417205.1
ABWCBF010000001.1	GCA_044458325.1
ABWCBY010000001.1	GCA_044459325.1
ABWDHQ010000001.1	GCA_044494265.1
ABWDIF010000001.1	GCA_044495305.1
ABWDJJ010000001.1	GCA_044503645.1
ABWDJS010000001.1	GCA_044503825.1
ABWDPI010000001.1	GCA_044509995.1
ABWDSE010000002.1	GCA_044518465.1
ABWDYQ010000001.1	GCA_044526685.1
ABWEGJ010000001.1	GCA_044537725.1
ABWEMN010000001.1	GCA_044582985.1
ABWEVC010000001.1	GCA_044599015.1
ABWEZX010000001.1	GCA_044605355.1
ABWFDJ010000003.1	GCA_044609035.1
ABWFTV010000001.1	GCA_044653205.1
ABWGET010000001.1	GCA_044659085.1
ABWGEU010000001.1	GCA_044659105.1
ABWGEV010000001.1	GCA_044659125.1
ABWGEY010000001.1	GCA_044659165.1
ABWGEZ010000001.1	GCA_044659205.1
ABWGFA010000001.1	GCA_044659245.1
ABWGHA010000001.1	GCA_044660245.1
ABWGIP010000001.1	GCA_044661085.1
ABWGSD010000001.1	GCA_044666125.1
ABWGSE010000001.1	GCA_044666145.1
ABWGVE010000001.1	GCA_044676325.1
ABWHJY010000001.1	GCA_044734685.1
ABWIMA010000001.1	GCA_044837145.1
ABWIXA010000001.1	GCA_044860885.1
ABWIWZ010000001.1	GCA_044860905.1
ABWIXE010000001.1	GCA_044860925.1
ABWIXC010000001.1	GCA_044860965.1
ABWIXI010000001.1	GCA_044861005.1
ABWIZL010000001.1	GCA_044863145.1
ABWJCD010000001.1	GCA_044865245.1
ABWJHJ010000001.1	GCA_044895105.1
ABWJHK010000001.1	GCA_044895175.1
ABWJHQ010000001.1	GCA_044895445.1
JAJJHE010000005.1	GCA_044898245.1
JAJJGT010000005.1	GCA_044898485.1
JAJJGV010000004.1	GCA_044898505.1
JAJJGE010000005.1	GCA_044898805.1
JAJJDM010000006.1	GCA_044902325.1
ABWJLM010000001.1	GCA_044906235.1
ABWJMQ010000001.1	GCA_044916805.1
ABWJMR010000001.1	GCA_044916845.1
DBBRVZ010000001.1	GCA_044953105.1
DBBRWA010000008.1	GCA_044953125.1
DBBRWB010000004.1	GCA_044953145.1
DBBRWC010000010.1	GCA_044953185.1
DBBRWH010000006.1	GCA_044953265.1
DBBRWI010000001.1	GCA_044953285.1
DBBRWK010000001.1	GCA_044953325.1
DBBRWN010000007.1	GCA_044953345.1
DBBRWM010000008.1	GCA_044953385.1
DBBRWO010000008.1	GCA_044953405.1
DBBRWQ010000009.1	GCA_044953445.1
DBBRWS010000009.1	GCA_044953485.1
DBBRWU010000008.1	GCA_044953505.1
DBBRWV010000009.1	GCA_044953565.1
DBBRWZ010000008.1	GCA_044953605.1
DBBRXB010000001.1	GCA_044953645.1
DBBRXA010000008.1	GCA_044953665.1
DBBRXI010000006.1	GCA_044953785.1
DBBRXL010000007.1	GCA_044953795.1
DBBRXK010000001.1	GCA_044953965.1
DBBRXJ010000007.1	GCA_044953985.1
DBBRXH010000007.1	GCA_044954005.1
ABWJPV010000001.1	GCA_044960365.1
ABWJPZ010000001.1	GCA_044960465.1
ABWKAK010000001.1	GCA_044986175.1
ABWKAQ010000001.1	GCA_044992355.1
ABWKEG010000005.1	GCA_045026255.1
ABWKEP010000001.1	GCA_045027015.1
ABWKEW010000001.1	GCA_045027235.1
ABWKND010000001.1	GCA_045035335.1
ABWKRR010000001.1	GCA_045038835.1
ABWKTH010000001.1	GCA_045041745.1
ABWKTJ010000001.1	GCA_045041785.1
ABWKTI010000001.1	GCA_045041835.1
ABWLCG010000001.1	GCA_045095375.1
ABWLCH010000001.1	GCA_045095395.1
ABWLCL010000001.1	GCA_045095495.1
ABWLCQ010000001.1	GCA_045095535.1
ABWLCS010000004.1	GCA_045095595.1
ABWLCY010000001.1	GCA_045095735.1
ABWLDA010000001.1	GCA_045095775.1
ABWLDG010000001.1	GCA_045097335.1
ABWLDF010000001.1	GCA_045097355.1
ABWLEP010000001.1	GCA_045138755.1
ABWLHZ010000001.1	GCA_045140835.1
ABWLIA010000001.1	GCA_045140855.1
ABWLNU010000001.1	GCA_045195505.1
ABWLOV010000001.1	GCA_045196805.1
ABWLSA010000001.1	GCA_045227035.1
ABWMAF010000001.1	GCA_045285735.1
DBCLCR010000071.1	GCA_045308895.1
DBCLCP010000004.1	GCA_045308915.1
DBCLCQ010000001.1	GCA_045308935.1
DBCLCS010000030.1	GCA_045308945.1
DBCLCU010000002.1	GCA_045308975.1
DBCLCT010000030.1	GCA_045308995.1
DBCLCX010000001.1	GCA_045309015.1
DBCLCY010000001.1	GCA_045309035.1
DBCLCV010000030.1	GCA_045309055.1
DBCLDD010000003.1	GCA_045309155.1
DBCLDE010000019.1	GCA_045309215.1
DBCLDG010000001.1	GCA_045309235.1
DBCLDH010000034.1	GCA_045309255.1
DBCLDI010000062.1	GCA_045309275.1
DBCLDJ010000028.1	GCA_045309295.1
DBCLPW010000001.1	GCA_045317495.1
DBCLPY010000038.1	GCA_045317515.1
DBCLPX010000001.1	GCA_045317555.1
DBCLPZ010000002.1	GCA_045317575.1
DBCLTQ010000003.1	GCA_045319455.1
DBCLTR010000001.1	GCA_045319535.1
DBCLTT010000021.1	GCA_045319555.1
DBCLTS010000066.1	GCA_045319575.1
DBCLTU010000016.1	GCA_045319595.1
DBCLTY010000001.1	GCA_045319615.1
DBCLTW010000002.1	GCA_045319635.1
DBCLTV010000001.1	GCA_045319655.1
DBCLTX010000001.1	GCA_045319675.1
DBCLTZ010000015.1	GCA_045319695.1
DBCLUA010000001.1	GCA_045319715.1
DBCLUG010000020.1	GCA_045319815.1
DBCLUF010000002.1	GCA_045319855.1
DBCLUJ010000109.1	GCA_045319895.1
DBCLUK010000001.1	GCA_045319935.1
DBCLUL010000001.1	GCA_045319955.1
DBCLUY010000157.1	GCA_045320205.1
DBCLVJ010000003.1	GCA_045320335.1
DBCLVF010000038.1	GCA_045320395.1
DBCLVK010000008.1	GCA_045320455.1
DBCLVQ010000015.1	GCA_045320795.1
DBCLVP010000001.1	GCA_045320835.1
DBCLVR010000058.1	GCA_045320875.1
DBCLVS010000001.1	GCA_045320895.1
DBCLVV010000002.1	GCA_045320955.1
DBCLVW010000009.1	GCA_045320995.1
DBCLVY010000011.1	GCA_045321015.1
DBCLVZ010000031.1	GCA_045321025.1
DBCLWE010000026.1	GCA_045321135.1
DBCLWO010000002.1	GCA_045321295.1
DBCLWQ010000042.1	GCA_045321315.1
DBCLWP010000016.1	GCA_045321375.1
DBCLXA010000001.1	GCA_045321575.1
DBCLXC010000037.1	GCA_045321595.1
DBCLXD010000001.1	GCA_045321625.1
DBCMAU010000001.1	GCA_045323515.1
DBCMAT010000046.1	GCA_045323535.1
DBCMAV010000001.1	GCA_045323555.1
DBCMAY010000001.1	GCA_045323615.1
ABWMJI010000001.1	GCA_045328455.1
ABWMJS010000001.1	GCA_045328675.1
ABWMKH010000001.1	GCA_045337535.1
ABWMKN010000001.1	GCA_045337655.1
ABWMKL010000001.1	GCA_045337675.1
ABWMKO010000001.1	GCA_045337695.1
ABWMKQ010000001.1	GCA_045337715.1
ABWMKP010000001.1	GCA_045337725.1
ABWMKR010000001.1	GCA_045337755.1
ABWMKT010000007.1	GCA_045337775.1
ABWMKS010000001.1	GCA_045337795.1
ABWMKV010000001.1	GCA_045337815.1
ABWMKU010000001.1	GCA_045337835.1
ABWMKY010000001.1	GCA_045340255.1
ABWMMJ010000001.1	GCA_045341235.1
ABWMNN010000001.1	GCA_045352735.1
ABWMNT010000001.1	GCA_045385175.1
ABWMSV010000001.1	GCA_045426495.1
ABWMSW010000001.1	GCA_045426555.1
ABWNDB010000001.1	GCA_045501835.1
ABWNFJ010000001.1	GCA_045506605.1
ABWNGT010000001.1	GCA_045507105.1
ABWNGS010000001.1	GCA_045507285.1
ABWNKA010000001.1	GCA_045513245.1
ABWNKC010000001.1	GCA_045513285.1
ABWNKE010000001.1	GCA_045513345.1
ABWNST010000010.1	GCA_045518335.1
ABWOGJ010000002.1	GCA_045525885.1
ABWOGN010000072.1	GCA_045525945.1
ABWOGL010000004.1	GCA_045526005.1
ABWOGS010000001.1	GCA_045526025.1
ABWOIQ010000001.1	GCA_045530635.1
ABWOIP010000001.1	GCA_045530655.1
ABWOIO010000001.1	GCA_045530695.1
ABWOIR010000001.1	GCA_045533255.1
ABWOIS010000001.1	GCA_045533295.1
ABWOKK010000001.1	GCA_045552535.1
ABWOMI010000001.1	GCA_045571135.1
ABWOQS010000005.1	GCA_045647725.1
ABWPGT010000001.1	GCA_045702735.1
ABWPZJ010000001.1	GCA_045767265.1
ABWQAQ010000001.1	GCA_045779395.1
