Organism	Scaffold	Start	End	Score	ctg16_37	ctg16_38	ctg16_39	ctg16_40	ctg16_41	ctg16_42	ctg16_43	Number	Strand	Layout_group	representative	dereplication_status	Start_x	Start_y	End_x	End_y	Start_bin	End_bin	Interval_bin	Start_drep	End_drep	Interval_drep
GCF_003480105.1	NZ_QUIK01000001.1	111368.0	116056.0	5913.0	0	1	0	1	0	1	0	360	(-1, -1, -1)	(2, 1, 0)	NZ_QUIK01000001.1:106368-121056	dereplication_representative										
GCF_003435515.1	NZ_QVME01000001.1	327244.0	332055.0	6195.0	1	1	0	1	0	0	0	311	(1, 1, 1)	(2, 1, 0)	NZ_QVME01000001.1:322244-337055	dereplication_representative										
GCF_009935845.1	NZ_QWEK01000015.1	70644.0	75922.0	6205.0	1	1	0	1	0	0	0	310	(-1, -1, -1)	(2, 1, 0)	NZ_QWEK01000015.1:65644-80922	dereplication_representative										
GCF_003435225.1	NZ_QWGJ01000001.1	164526.0	169504.0	5945.0	0	1	0	1	0	1	0	344	(1, 1, 1)	(2, 1, 0)	NZ_QWGJ01000001.1:159526-174504	dereplication_representative										
GCF_003752155.1	NZ_RJVG01000011.1	6339.0	17527.0	5174.0	0	1	0	1	0	1	0	383	(1, 1, 1)	(2, 1, 0)	NZ_RJVG01000011.1:1339-22527	dereplication_representative										
GCF_004102745.1	NZ_RLII01000004.1	99124.0	103584.0	5136.0	0	0	0	1	0	1	1	386	(-1, -1, -1)	(2, 1, 0)	NZ_RLII01000004.1:94124-108584	dereplication_representative										
GCF_004138105.1	NZ_RXHQ01000004.1	115366.0	122370.0	9793.0	1	1	0	1	0	1	1	81	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_RXHQ01000004.1:110366-127370	dereplication_representative										
GCF_008086585.1	NZ_RXYD01000001.1	284141.0	293238.0	10137.0	1	1	0	1	0	1	1	60	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_RXYD01000001.1:279141-298238	dereplication_representative										
GCF_004138215.1	NZ_RYYS01000042.1		11755.0	10686.0	1	1	0	1	0	1	1	43	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_RYYS01000042.1:1-16755	dereplication_representative	4792.0	1.0								
GCF_004134775.1	NZ_SDOZ01000003.1	234085.0	242035.0	8988.0	1	1	0	1	1	1	1	213	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	NZ_SDOZ01000003.1:229085-247035	dereplication_representative										
GCF_004216775.1	NZ_SGXF01000001.1	1027093.0	1033963.0	5930.0	0	1	0	1	0	1	0	352	(-1, -1, -1)	(2, 1, 0)	NZ_SGXF01000001.1:1022093-1038963	dereplication_representative										
GCF_004345705.1	NZ_SLWV01000001.1	74936.0	82410.0	11662.0	1	1	0	1	1	1	1	10	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	NZ_SLWV01000001.1:69936-87410	dereplication_representative										
GCF_004342165.1	NZ_SMAL01000001.1	69686.0	76900.0	6091.0	0	1	0	1	0	1	0	318	(1, 1, 1)	(2, 1, 0)	NZ_SMAL01000001.1:64686-81900	dereplication_representative										
GCF_004364155.1	NZ_SOAZ01000034.1		7442.0	7849.0	1	1	0	1	1	0	0	240	(-1, -1, -1, -1)	(3, 2, 1, 0)	NZ_SOAZ01000034.1:1-12442	dereplication_representative	964.0	1.0								
GCF_009910325.1	NZ_SUMG01000014.1	9602.0	16102.0	10680.0	1	1	0	1	1	1	1	44	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	NZ_SUMG01000014.1:4602-21102	dereplication_representative										
GCF_900461065.1	NZ_UAVV01000002.1	573263.0	580087.0	9604.0	1	1	0	1	0	1	1	92	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_UAVV01000002.1:568263-585087	dereplication_representative										
GCF_900461105.1	NZ_UFWZ01000001.1	1897408.0	1904322.0	9527.0	1	1	0	1	0	1	1	117	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_UFWZ01000001.1:1892408-1909322	dereplication_representative										
GCF_000703125.1	NZ_JNLN01000001.1	2869230.0	2876146.0	9485.0	1	1	0	1	0	1	1	140	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_UFWZ01000001.1:1892408-1909322	redundant										
GCF_900626075.1	NZ_UYZY01000004.1	500079.0	504846.0	5933.0	0	1	0	1	0	1	0	351	(1, 1, 1)	(2, 1, 0)	NZ_UYZY01000004.1:495079-509846	dereplication_representative										
GCF_900626095.1	NZ_UYZZ01000002.1	278797.0	285916.0	7720.0	1	1	0	1	0	0	1	244	(-1, -1, -1, -1)	(3, 2, 1, 0)	NZ_UYZZ01000002.1:273797-290916	dereplication_representative										
GCF_006714885.1	NZ_VFMF01000001.1	361555.0	366367.0	6279.0	1	1	0	1	0	0	0	284	(-1, -1, -1)	(2, 1, 0)	NZ_VFMF01000001.1:356555-371367	dereplication_representative										
GCF_008274215.1	NZ_VTPS01000001.1	192334.0	198746.0	8696.0	0	1	0	1	1	1	1	214	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	NZ_VTPS01000001.1:187334-203746	dereplication_representative										
GCF_009696465.1	NZ_VULX01000001.1	5531.0	12427.0	9431.0	1	1	0	1	0	1	1	180	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_VULX01000001.1:531-17427	dereplication_representative										
GCF_009696145.1	NZ_VUMO01000001.1	187883.0	192110.0	6623.0	1	1	0	1	0	0	0	261	(1, 1, 1)	(2, 1, 0)	NZ_VUMO01000001.1:182883-197110	dereplication_representative										
GCF_009696045.1	NZ_VUMT01000028.1			8639.0	0	1	0	4	0	1	0	215	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	NZ_VUMT01000028.1:1-25361	dereplication_representative					2839.0	21282.0	[2839.0, 21282.0]	1.0	25361.0	[1.0, 25361.0]
GCF_009362815.1	NZ_WHNX01000002.1	204663.0	213214.0	9815.0	1	1	0	1	0	1	1	80	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_WHNX01000002.1:199663-218214	dereplication_representative										
GCF_014284395.1	NZ_WJBB01000011.1	83652.0	87827.0	6642.0	1	1	0	1	0	0	0	258	(1, 1, 1)	(2, 1, 0)	NZ_WJBB01000011.1:78652-92827	dereplication_representative										
GCF_008086595.1	NZ_RXYA01000011.1	77830.0	82005.0	6582.0	1	1	0	1	0	0	0	263	(1, 1, 1)	(2, 1, 0)	NZ_WJBB01000011.1:78652-92827	redundant										
GCF_014284495.1	NZ_WJBE01000008.1	87059.0	91357.0	6570.0	1	1	0	1	0	0	0	264	(1, 1, 1)	(2, 1, 0)	NZ_WJBE01000008.1:82059-96357	dereplication_representative										
GCF_009765695.1	NZ_WSLF01000005.1	52914.0	62411.0	9535.0	1	1	0	1	0	1	1	112	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	NZ_WSLF01000005.1:47914-67411	dereplication_representative										
