	Organism	Scaffold	Start	End	Score	STS_Dehydrogenase	STS_E1-like	STS_StsA	STS_YcaO	assembly_file	representative	dereplication_status
824	Staphylococcus aureus 21S415_1	DAOIBC010000006.1	85336	88464	3.1683	1	1	0	1	GCA_029690765.1_PDT001687544.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
825	Staphylococcus aureus ZA-014	DAOKMC010000001.1	166804	169932	3.1683	1	1	0	1	GCA_029830555.1_PDT001692845.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
826	Staphylococcus aureus ZA-015	DAOKOD010000004.1	167264	170392	3.1683	1	1	0	1	GCA_029834295.1_PDT001692844.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
827	Staphylococcus aureus 21S340_1	DAOUOG010000005.1	85336	88464	3.1683	1	1	0	1	GCA_030221565.1_PDT001687486.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
828	Staphylococcus aureus P1.2	DAOYSU010000096.1	727	3855	3.1683	1	1	0	1	GCA_030816055.1_PDT001703414.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
829	Staphylococcus aureus MRSA10	DAPQBZ010000003.1	85336	88464	3.1683	1	1	0	1	GCA_031900225.1_PDT001894851.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
830	Staphylococcus aureus CHS101	DAPQKG010000007.1	85336	88464	3.1683	1	1	0	1	GCA_031923135.1_PDT001840103.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
831	Staphylococcus aureus MRSA	DAPWXC010000002.1	85343	88471	3.1683	1	1	0	1	GCA_032226405.1_PDT001712350.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
832	Staphylococcus aureus MRSA	DARPTO010000002.1	246763	249891	3.1681	1	1	0	1	GCA_033830485.1_PDT001712518.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
833	Staphylococcus aureus Sample_579A_18	DAPXXY010000003.1	212900	216028	3.1678	1	1	0	1	GCA_032283905.1_PDT001654316.1_genomic.fna.gz	GCA_026811365.1_PDT001522747.1_genomic.fna.gz	redundant
834	Staphylococcus aureus 2022_017-1002	DAPZMO010000027.1	2164	5292	3.1683	1	1	0	1	GCA_032322595.1_PDT001831784.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
835	Staphylococcus aureus ST20141442	DAQANQ010000001.1	274998	278126	3.1681	1	1	0	1	GCA_032393365.1_PDT001825163.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
836	Staphylococcus aureus SA33	DAQCNM010000004.1	85286	88414	3.1683	1	1	0	1	GCA_032532505.1_PDT001815959.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
837	Staphylococcus aureus SA25	DAQCNN010000003.1	85286	88414	3.1683	1	1	0	1	GCA_032532545.1_PDT001815958.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
838	Staphylococcus aureus SA34	DAQCNL010000005.1	85286	88414	3.1683	1	1	0	1	GCA_032532465.1_PDT001815960.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
839	Staphylococcus aureus Not Avaliable	DAQSJX010000011.1	85335	88463	3.1683	1	1	0	1	GCA_033169555.1_PDT001961701.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
840	Staphylococcus aureus NORSA1624	DARNGB010000001.1	275051	278179	3.1681	1	1	0	1	GCA_033736915.1_PDT001718697.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
841	Staphylococcus aureus NORSA1626	DARNGA010000003.1	275050	278178	3.1681	1	1	0	1	GCA_033737055.1_PDT001718698.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
842	Staphylococcus aureus NUM043	DARNGE010000002.1	275050	278178	3.1681	1	1	0	1	GCA_033752755.1_PDT001718694.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
843	Staphylococcus aureus NUM096	DARNGC010000001.1	275050	278178	3.1681	1	1	0	1	GCA_033752795.1_PDT001718696.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
844	Staphylococcus aureus NUM095	DARNGD010000001.1	275050	278178	3.1681	1	1	0	1	GCA_033752775.1_PDT001718695.1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
845	Staphylococcus aureus HC0304169	DASKWU010000006.1	85336	88464	3.1683	1	1	0	1	GCA_034410125.1_PDT002029754.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
846	Staphylococcus aureus RIVM_M047889	DAXRFU010000008.1	1036	4164	3.1683	1	1	0	1	GCA_042886055.1_PDT002091047.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
847	Staphylococcus aureus RIVM_M047536	DAXRIK010000017.1	2207	5335	3.1683	1	1	0	1	GCA_042894045.1_PDT002090781.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
848	Staphylococcus aureus RIVM_M046727	DAXTIB010000005.1	85279	88407	3.1683	1	1	0	1	GCA_042933845.1_PDT002090514.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
849	Staphylococcus aureus RIVM_M046752	DAXTIJ010000009.1	85279	88407	3.1683	1	1	0	1	GCA_042933985.1_PDT002090506.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
850	Staphylococcus aureus RIVM_M047257	DAXTMR010000004.1	156089	159217	3.1683	1	1	0	1	GCA_042936435.1_PDT002090449.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
851	Staphylococcus aureus 1382	DAYLBJ010000004.1	85228	88356	3.1683	1	1	0	1	GCA_043217575.1_PDT002256975.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
852	Staphylococcus aureus 1638	DAYLBU010000007.1	111758	114886	3.1683	1	1	0	1	GCA_043217795.1_PDT002256958.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
853	Staphylococcus aureus AFSW5396-5	DAZLFI010000001.1	153184	156312	3.1683	1	1	0	1	GCA_043666875.1_PDT002287123.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
854	Staphylococcus aureus AFSW3590-4	DAZLKU010000001.1	153239	156367	3.1683	1	1	0	1	GCA_043669875.1_PDT002287002.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
855	Staphylococcus aureus AFSW3591-4	DAZLLE010000001.1	153239	156367	3.1683	1	1	0	1	GCA_043670075.1_PDT002287000.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
856	Staphylococcus aureus sau107	DBAHDQ010000003.1	85343	88471	3.1683	1	1	0	1	GCA_044153955.1_PDT002440493.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
857	Staphylococcus aureus sau179	DBAHEL010000006.1	111282	114410	3.1683	1	1	0	1	GCA_044154385.1_PDT002440469.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
858	Staphylococcus aureus sau162	DBAHJG010000004.1	85343	88471	3.1683	1	1	0	1	GCA_044156865.1_PDT002440296.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
859	Staphylococcus aureus sau215	DBAHLG010000005.1	85249	88377	3.1683	1	1	0	1	GCA_044157905.1_PDT002440220.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
860	Staphylococcus aureus AFSW5591-1	DBAUOE010000002.1	153184	156312	3.1683	1	1	0	1	GCA_044414325.1_PDT002286529.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
861	Staphylococcus aureus MRSA12288	DBDLBL010000001.1	85118	88246	3.1683	1	1	0	1	GCA_045942465.1_PDT002526272.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
872	Staphylococcus aureus MR236	JAFJRT010000002.1	520906	524034	3.1683	1	1	0	1	GCA_020587775.1_ASM2058777v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
873	Staphylococcus aureus MR119	JAFJRF010000001.1	401275	404403	3.1683	1	1	0	1	GCA_020588315.1_ASM2058831v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
874	Staphylococcus aureus KE8762	JAFJQO010000001.1	679318	682446	3.1683	1	1	0	1	GCA_020588815.1_ASM2058881v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
875	Staphylococcus aureus WUSa_PWID_C040	JAHPHE010000001.1	121780	124908	3.1683	1	1	0	1	GCA_020667055.1_ASM2066705v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
877	Staphylococcus aureus 10131N	JANEFX010000001.1	695705	698833	3.1683	1	1	0	1	GCA_024358285.1_ASM2435828v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
878	Staphylococcus aureus 18831N	JANEFR010000004.1	122096	125224	3.1683	1	1	0	1	GCA_024358365.1_ASM2435836v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
879	Staphylococcus aureus 26801X	JANEFL010000001.1	934902	938030	3.1683	1	1	0	1	GCA_024358475.1_ASM2435847v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
880	Staphylococcus aureus 61431X	JANEEF010000003.1	401371	404499	3.1683	1	1	0	1	GCA_024359175.1_ASM2435917v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
881	Staphylococcus aureus 73631X	JANEDW010000001.1	432251	435379	3.1683	1	1	0	1	GCA_024359725.1_ASM2435972v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
882	Staphylococcus aureus LL050a	JANECE010000001.1	133378	136506	3.1683	1	1	0	1	GCA_024360465.1_ASM2436046v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
883	Staphylococcus aureus LL040	JANECH010000001.1	132151	135279	3.1683	1	1	0	1	GCA_024360365.1_ASM2436036v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
884	Staphylococcus aureus LL298	JANEAO010000001.1	29837	32965	3.1683	1	1	0	1	GCA_024361685.1_ASM2436168v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
885	Staphylococcus aureus LL272	JANEAU010000013.1	174	3302	3.1683	1	1	0	1	GCA_024361645.1_ASM2436164v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
886	Staphylococcus aureus 91031N	JANEDI010000001.1	245527	248655	3.1683	1	1	0	1	GCA_024361065.1_ASM2436106v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
900	Staphylococcus aureus SA_SG_98	JAKNUY010000002.1	133546	136674	3.1683	1	1	0	1	GCA_024894775.1_ASM2489477v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
901	Staphylococcus aureus SA_SG_72	JAKNXS010000001.1	400679	403807	3.1683	1	1	0	1	GCA_024895975.1_ASM2489597v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
902	Staphylococcus aureus SA_SG_6	JAKJYB010000001.1	132052	135180	3.1683	1	1	0	1	GCA_024896075.1_ASM2489607v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
903	Staphylococcus aureus SA_SG_34	JAKNVS010000001.1	131998	135126	3.1683	1	1	0	1	GCA_024896775.1_ASM2489677v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
911	Staphylococcus aureus 1902401	JAUJZP010000001.1	180207	183335	3.1683	1	1	0	1	GCA_030487445.1_ASM3048744v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
912	Staphylococcus aureus 1901545	JAUJZV010000003.1	180203	183331	3.1683	1	1	0	1	GCA_030487005.1_ASM3048700v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
913	Staphylococcus aureus 1902316	JAUJZU010000003.1	138441	141569	3.1683	1	1	0	1	GCA_030487285.1_ASM3048728v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
914	Staphylococcus aureus 1901505	JAUJZW010000004.1	21989	25117	3.1683	1	1	0	1	GCA_030486985.1_ASM3048698v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
915	Staphylococcus aureus 1901455	JAUJZX010000002.1	180203	183331	3.1683	1	1	0	1	GCA_030487055.1_ASM3048705v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
916	Staphylococcus aureus 1901062	JAUKAL010000001.1	180203	183331	3.1683	1	1	0	1	GCA_030487485.1_ASM3048748v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
917	Staphylococcus aureus 1901059	JAUKAM010000003.1	138440	141568	3.1683	1	1	0	1	GCA_030487605.1_ASM3048760v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
918	Staphylococcus aureus 1901045	JAUKAN010000003.1	138440	141568	3.1683	1	1	0	1	GCA_030487635.1_ASM3048763v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
919	Staphylococcus aureus 1127034	JAUKAY010000001.1	316760	319888	3.1683	1	1	0	1	GCA_030488485.1_ASM3048848v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
920	Staphylococcus aureus 0920254	JAUKBI010000002.1	363773	366901	3.1683	1	1	0	1	GCA_030488875.1_ASM3048887v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
921	Staphylococcus aureus 0705809	JAUKCJ010000002.1	24678	27806	3.1683	1	1	0	1	GCA_030489245.1_ASM3048924v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
922	Staphylococcus aureus 0705738	JAUKCO010000003.1	24678	27806	3.1683	1	1	0	1	GCA_030489515.1_ASM3048951v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
923	Staphylococcus aureus 0705515	JAUKDA010000008.1	166817	169945	3.1683	1	1	0	1	GCA_030488005.1_ASM3048800v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
924	Staphylococcus aureus 1902488	JAVHZW010000007.1	166221	169349	3.1683	1	1	0	1	GCA_031119695.1_ASM3111969v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
925	Staphylococcus aureus SA290	JAVUQM010000004.1	113849	116977	3.1683	1	1	0	1	GCA_032649425.1_ASM3264942v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
926	Staphylococcus aureus SA286	JAVUVO010000001.1	477582	480710	3.1683	1	1	0	1	GCA_032653685.1_ASM3265368v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
927	Staphylococcus aureus T161	JBDQRU010000001.1	232984	236112	3.1683	1	1	0	1	GCA_039889935.1_ASM3988993v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
928	Staphylococcus aureus T161	JBGIYU010000001.1	2481797	2484925	3.1683	1	1	0	1	GCA_041321195.1_ASM4132119v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
929	Staphylococcus aureus Q1	JBGIYM010000001.1	484382	487510	3.1678	1	1	0	1	GCA_041321355.1_ASM4132135v1_genomic.fna.gz	GCA_026811365.1_PDT001522747.1_genomic.fna.gz	redundant
930	Staphylococcus aureus D87_1	JBFMOL010000012.1	22005	25133	3.1683	1	1	0	1	GCA_040789785.1_ASM4078978v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
931	Staphylococcus aureus LS115	JBGNVW010000003.1	131911	135039	3.1683	1	1	0	1	GCA_043196015.1_ASM4319601v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
932	Staphylococcus aureus LS127	JBGNVK010000058.1	832	3960	3.1683	1	1	0	1	GCA_043195615.1_ASM4319561v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
933	Staphylococcus aureus SKLX52919	JAJJGT010000005.1	120020	123148	3.1683	1	1	0	1	GCA_044898485.1_ASM4489848v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
934	Staphylococcus aureus SKLX53298	JAJJGV010000004.1	122112	125240	3.1683	1	1	0	1	GCA_044898505.1_ASM4489850v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
935	Staphylococcus aureus SKLX61252	JAJJHE010000005.1	122112	125240	3.1683	1	1	0	1	GCA_044898245.1_ASM4489824v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
936	Staphylococcus aureus SKLX110384	JAJJGE010000005.1	121996	125124	3.1683	1	1	0	1	GCA_044898805.1_ASM4489880v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
937	Staphylococcus aureus SKLX60204	JAJJDM010000006.1	71407	74535	3.1683	1	1	0	1	GCA_044902325.1_ASM4490232v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
941	Staphylococcus aureus UV161	JAAJFH010000002.1	102593	105721	3.1683	1	1	0	1	GCA_011028965.1_ASM1102896v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
942	Staphylococcus aureus ER02243.3	CP030479.1	1608242	1611370	3.1683	1	1	0	1	GCA_008934295.1_ASM893429v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
957	Staphylococcus aureus C143	CP127822.1	1507002	1510130	3.1683	1	1	0	1	GCA_030290875.1_ASM3029087v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
958	Staphylococcus aureus Saari 17	NZ_WOCJ01000002.1	230062	233190	3.1682	1	1	0	1	GCF_019049955.1_ASM1904995v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
959	Staphylococcus aureus 1322_2_SAUR	NZ_JVTT01000025.1	58159	61287	3.1683	1	1	0	1	GCF_001061555.1_ASM106155v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
960	Staphylococcus aureus 21608872	NZ_JAANBM010000017.1	30000	33128	3.1469	1	1	0	1	GCF_011394305.1_ASM1139430v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
961	Staphylococcus aureus DC53159	NZ_JARAQG010000001.1	933268	936396	3.1682	1	1	0	1	GCF_028804775.1_ASM2880477v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
962	Staphylococcus aureus DC53176	NZ_JARDYS010000004.1	167467	170595	3.1682	1	1	0	1	GCF_029078665.1_ASM2907866v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
963	Staphylococcus aureus YZUsta54	NZ_JBHETL010000001.1	166047	169175	3.1682	1	1	0	1	GCF_041923565.1_ASM4192356v1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
964	Staphylococcus aureus HC0304170	DASKYE010000005.1	85221	88349	3.1682	1	1	0	1	GCA_034411315.1_PDT002029753.1_genomic.fna.gz	GCF_046500105.1_ASM4650010v1_genomic.fna.gz	redundant
965	Staphylococcus aureus 26-G-G	NZ_CP102956.1	1528341	1531469	3.1676	1	1	0	1	GCF_024741435.1_ASM2474143v1_genomic.fna.gz	GCF_024741435.1_ASM2474143v1_genomic.fna.gz	dereplication_representative
966	Staphylococcus aureus 12-G-51	NZ_CP102959.1	1532101	1535229	3.1678	1	1	0	1	GCF_024741495.1_ASM2474149v1_genomic.fna.gz	GCF_024741495.1_ASM2474149v1_genomic.fna.gz	dereplication_representative
967	Staphylococcus aureus 03-RR-88	NZ_CP102961.1	1602994	1606122	3.1676	1	1	0	1	GCF_024741535.1_ASM2474153v1_genomic.fna.gz	GCF_024741435.1_ASM2474143v1_genomic.fna.gz	redundant
968	Staphylococcus aureus 17-H-61	NZ_CP102967.1	1545552	1548680	3.1681	1	1	0	1	GCF_024741615.1_ASM2474161v1_genomic.fna.gz	GCF_024741615.1_ASM2474161v1_genomic.fna.gz	dereplication_representative
969	Staphylococcus aureus 01-RR-86	NZ_CP102974.1	1532474	1535602	3.1682	1	1	0	1	GCF_024741715.1_ASM2474171v1_genomic.fna.gz	GCF_024741715.1_ASM2474171v1_genomic.fna.gz	dereplication_representative
970	Staphylococcus aureus Gar NS 11	NZ_JAMWTB010000001.1	335786	338914	3.1684	1	1	0	1	GCF_035797825.1_ASM3579782v1_genomic.fna.gz	GCF_035797825.1_ASM3579782v1_genomic.fna.gz	dereplication_representative
971	Staphylococcus aureus M3600	NZ_OFZL01000032.1	923566	926694	3.1679	1	1	0	1	GCF_900251635.1_M3600_genomic.fna.gz	GCF_035797825.1_ASM3579782v1_genomic.fna.gz	redundant
972	Staphylococcus aureus M3842	NZ_OGAE01000010.1	150893	154021	3.1679	1	1	0	1	GCF_900251765.1_M3842_genomic.fna.gz	GCF_024741715.1_ASM2474171v1_genomic.fna.gz	redundant
973	Staphylococcus aureus H11	NZ_VRQW01000004.1	1316	4444	3.1679	1	1	0	1	GCF_008763305.1_ASM876330v1_genomic.fna.gz	GCF_008762785.1_ASM876278v1_genomic.fna.gz	redundant
974	Staphylococcus aureus 057460_SL185	NZ_JBBNCG010000003.1	211816	214944	3.1678	1	1	0	1	GCF_037991605.1_ASM3799160v1_genomic.fna.gz	GCF_037992235.1_ASM3799223v1_genomic.fna.gz	redundant
975	Staphylococcus aureus 057403_SL152	NZ_JBBNDM010000001.1	228711	231839	3.1678	1	1	0	1	GCF_037992235.1_ASM3799223v1_genomic.fna.gz	GCF_037992235.1_ASM3799223v1_genomic.fna.gz	dereplication_representative
976	Staphylococcus aureus NCTC12880	NZ_UGZS01000001.1	2764662	2767789	3.1338	1	1	0	1	GCF_900457635.1_40657_B01_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
977	Staphylococcus aureus Sa9	NZ_CP134620.1	1510272	1513400	3.1466	1	1	0	1	GCF_036898235.1_ASM3689823v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
978	Staphylococcus aureus 10400326	NZ_JAANBT010000017.1	77868	80995	3.1428	1	1	0	1	GCF_011394295.1_ASM1139429v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
979	Staphylococcus aureus 18SBCL670	NZ_JABUAB010000028.1	1301695	1304823	3.1466	1	1	0	1	GCF_013344045.1_ASM1334404v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
980	Staphylococcus aureus Ani-GT-118	NZ_JAHCOU010000002.1	77979	81107	3.1466	1	1	0	1	GCF_021367285.1_ASM2136728v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
981	Staphylococcus aureus Ani-GT-119	NZ_JAHCOV010000003.1	218592	221720	3.1466	1	1	0	1	GCF_021367275.1_ASM2136727v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
982	Staphylococcus aureus Ani-LG-028	NZ_JAHCPF010000002.1	218593	221721	3.1466	1	1	0	1	GCF_021367075.1_ASM2136707v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
983	Staphylococcus aureus Ani-LG-029	NZ_JAHCPG010000002.1	77980	81108	3.1466	1	1	0	1	GCF_021367055.1_ASM2136705v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
984	Staphylococcus aureus Ani-LG-035	NZ_JAHCPI010000002.1	77977	81105	3.1466	1	1	0	1	GCF_021367015.1_ASM2136701v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
985	Staphylococcus aureus Ani-LG-054	NZ_JAHCPN010000002.1	218593	221721	3.1466	1	1	0	1	GCF_021366915.1_ASM2136691v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
986	Staphylococcus aureus Ani-LG-056	NZ_JAHCPP010000002.1	77977	81105	3.1466	1	1	0	1	GCF_021366875.1_ASM2136687v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
987	Staphylococcus aureus N11	NZ_JAHVYO010000003.1	77945	81073	3.1466	1	1	0	1	GCF_019294805.1_ASM1929480v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
988	Staphylococcus aureus SAR38	NZ_JAJUES010000002.1	218922	222050	3.1466	1	1	0	1	GCF_023383235.1_ASM2338323v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
989	Staphylococcus aureus SAR1	NZ_JAJUET010000002.1	218596	221724	3.1452	1	1	0	1	GCF_023383245.1_ASM2338324v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
990	Staphylococcus aureus NM9M12A	NZ_JANVGH010000009.1	229506	232634	3.1464	1	1	0	1	GCF_024915315.1_ASM2491531v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
991	Staphylococcus aureus NM9M11A	NZ_JANVGI010000002.1	218553	221681	3.1464	1	1	0	1	GCF_024915335.1_ASM2491533v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
992	Staphylococcus aureus GD9M40A	NZ_JANVJM010000012.1	218498	221626	3.1462	1	1	0	1	GCF_024916975.1_ASM2491697v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
993	Staphylococcus aureus 110	NZ_JZIP01000002.1	218484	221612	3.1466	1	1	0	1	GCF_000949575.1_ASM94957v1_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
994	Staphylococcus aureus 299	NZ_LRMY01000020.1	72436	75564	3.1466	1	1	0	1	GCF_001639785.1_DDA_SA_299_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
995	Staphylococcus aureus NCTC7485	NZ_LS483300.1	1503905	1507033	3.1466	1	1	0	1	GCF_900474535.1_40853_C01_genomic.fna.gz	GCA_044164975.1_PDT002439676.1_genomic.fna.gz	redundant
