Organism                                                           Scaffold              Start     End       Score    SCO5086  SCO5087  SCO5088  SCO5089
Streptomyces sp. PVA_94-07 PVA 94-07                               ASHE01000014.1        510092    513869    4.0816   1        0        1        1      
Streptomyces sp.  4N24 GBA 94-10                                   NZ_CP106650.1         6271558   6275335   7.1370   1        1        1        1      
Streptomyces sp.  4N24 GBA 94-10                                   CP106650.1            6271558   6275335   4.0816   1        0        1        1      
Streptomyces samsunensis SA31                                      NZ_JABUXT010000031.1  103568    107345    7.1362   1        1        1        1      
Streptomyces samsunensis SA31                                      JABUXT010000031.1     103568    107345    4.0809   1        0        1        1      
Streptomyces solisilvae NPDC059723                                 NZ_JBHWGE010000016.1  95782     99559     7.1360   1        1        1        1      
Streptomyces solisilvae NPDC005985                                 NZ_JBEXUO010000014.1  133300    137077    7.1361   1        1        1        1      
Streptomyces griseoincarnatus NPDC053841                           JBFBCK010000090.1     5938      9715      4.0872   1        1        0        1      
Streptomyces demainii DSM 41600                                    NZ_JAURUE010000001.1  201882    205659    7.1359   1        1        1        1      
Streptomyces demainii DSM 41600                                    JAURUE010000001.1     201882    205659    4.0808   1        0        1        1      
Gordonia sp. CNJ-863                                               NZ_MKKG01000032.1     7991      11624     4.0874   1        1        0        1      
Rhodococcus sp. (in: high G+C Gram-positive bacteria)              NZ_JAXHNV010000097.1  6917      10551     4.0851   1        1        0        1      
Lolliginicoccus levis Y7R2                                         NZ_BQYM01000012.1     51839     55439     3.0853   1        1        0        1      
Streptomyces glaucescens                                           M80674.1              6778      9609      5.1064   0        1        1        1      
Streptomyces glaucescens GLA.O                                     NZ_CP009438.1         6012055   6014886   5.1064   0        1        1        1      
Streptomyces glaucescens NPDC052655                                NZ_JBFATV010000002.1  101504    104336    5.1064   0        1        1        1      
Nocardia ninae JCM 14667                                           NZ_BAAANX010000007.1  181432    184235    5.1300   0        1        1        1      
Nocardia ninae NBRC 108245                                         NZ_BJXA01000002.1     181346    184149    5.1300   0        1        1        1      
Nocardia suismassiliense NPDC003040                                NZ_JBIAPI010000013.1  167860    170663    5.1295   0        1        1        1      
Nocardia suismassiliense S-137                                     NZ_LT985361.1         5442886   5445689   5.1296   0        1        1        1      
Streptomyces sp900105245 NPDC001620                                NZ_JBEOZW010000007.1  167142    180992    4.1333   0        1        1        1      
Streptomyces sp900105245 NPDC001166                                NZ_JBEPAZ010000004.1  326504    340220    4.1332   0        1        1        1      
Streptomyces albidocamelliae HUAS 14-6                             NZ_CP106795.1         7846024   7859739   4.1332   0        1        1        1      
Streptomyces sp. cf386 CF386                                       NZ_FNHV01000011.1     121450    136296    4.1316   0        1        1        1      
Streptomyces boetiae DSM 44917                                     NZ_JAVREN010000006.1  51991     54887     5.1241   0        1        1        1      
Allostreptomyces psammosilenae DSM 42178                           NZ_JACBZD010000001.1  1440533   1443518   5.1179   0        1        1        1      
Streptomyces misionensis 66                                        NZ_VOGW01000013.1     77282     80118     5.1211   0        1        1        1      
Actinocorallia longicatena JCM 9377                                NZ_BAAAUV010000001.1  72828     75591     5.1239   0        1        1        1      
Streptomyces catenulae NPDC033039                                  NZ_JBEZVI010000009.1  71611     74502     5.1178   0        1        1        1      
Streptomyces catenulae NRRL B-2342                                 NZ_JODY01000014.1     71615     74506     5.1178   0        1        1        1      
Streptomyces rhizoryzae RS10V-4                                    NZ_JALMUV010000030.1  12664     15525     5.1238   0        1        1        1      
Saccharothrix xinjiangensis JCM 12329                              NZ_BAAAKE010000008.1  33104     35904     5.1149   0        1        1        1      
Saccharothrix xinjiangensis KCTC 12848                             NZ_JBHSJB010000031.1  33070     35870     5.1152   0        1        1        1      
Micromonospora rifamycinica AM105                                  NZ_LRMV01000017.1     44826     47557     5.1211   0        1        1        1      
Micromonospora rifamycinica DSM 44983                              NZ_LT607752.1         1680684   1683415   5.1211   0        1        1        1      
Micromonospora rifamycinica NPDC049207                             NZ_JBEZDB010000012.1  48005     50736     5.1210   0        1        1        1      
Micromonospora rifamycinica NPDC019855                             NZ_JBEYAT010000001.1  217851    220608    5.1111   0        1        1        1      
Micromonospora rifamycinica NBC_01461                              NZ_CP109472.1         2363579   2366336   5.1112   0        1        1        1      
Nocardia arthritidis AUSMDU00012717                                NZ_CP046172.1         6935863   6938633   5.1200   0        1        1        1      
Nocardia arthritidis AUSMDU00012717                                NZ_CP046172.1         2469416   2472224   5.1040   0        1        1        1      
Nocardia arthritidis AUSMDU00012717                                NZ_CP046172.1         3815420   3818137   5.0983   0        1        1        1      
Kibdelosporangium philippinense ATCC 49844                         NZ_JAJVCN010000001.1  2278325   2281052   5.1235   0        1        1        1      
Kibdelosporangium philippinense JCM 9918                           NZ_JBHMDJ010000022.1  1161      3888      5.1235   0        1        1        1      
Kibdelosporangium philippinense KCTC 42903                         NZ_JBHSJQ010000026.1  4088266   4090993   5.1235   0        1        1        1      
Kutzneria chonburiensis SMC256                                     NZ_CP097263.1         82855     87960     4.1187   0        1        1        1      
Kutzneria chonburiensis SMC256                                     NZ_CP097263.1         2049428   2065602   4.1047   0        1        1        1      
Kutzneria chonburiensis TBRC 1432                                  NZ_JBHLUD010000001.1  933800    938906    4.1187   0        1        1        1      
Kutzneria chonburiensis TBRC 1432                                  NZ_JBHLUD010000004.1  648512    664690    4.1047   0        1        1        1      
Streptomyces himastatinicus ATCC 53653                             NZ_GG657754.1         2978012   2980842   5.1221   0        1        1        1      
Streptomyces inhibens NPDC058967                                   NZ_JBHYKF010000077.1  16159     18914     5.1203   0        1        1        1      
Actinomadura oligospora ATCC 43269                                 NZ_KI912411.1         198442    201281    5.1104   0        1        1        1      
Saccharothrix deserti BMP B8144                                    NZ_VKAB01000043.1     40663     43400     5.1130   0        1        1        1      
Nonomuraea ceibae KCTC 39826                                       NZ_JAHKRO010000059.1  5687      21628     6.1250   0        1        1        2      
Catenuloplanes atrovinosus DSM 44707                               NZ_JAVDYB010000001.1  3965989   3973639   5.1165   0        1        1        1      
Solihabitans fulvus AN110305                                       NZ_VUOB01000021.1     51965     54702     5.1125   0        1        1        1      
Longimycelium tulufanense CGMCC 4.5737                             NZ_BMMK01000009.1     181500    184268    5.1146   0        1        1        1      
Streptomyces resistomycificus DSM 40133                            NZ_KQ948995.1         94302     97073     5.1086   0        1        1        1      
Streptomyces resistomycificus NRRL 2290                            NZ_LGUS01000185.1     119892    122663    5.1086   0        1        1        1      
Micromonospora parva NPDC047455                                    NZ_JBEYTR010000002.1  198167    205727    5.1135   0        1        1        1      
Micromonospora parva NPDC049058                                    NZ_JBEZEW010000001.1  433127    440687    5.1142   0        1        1        1      
Micromonospora parva NPDC049401                                    NZ_JBITMO010000003.1  500972    508532    5.1131   0        1        1        1      
Micromonospora parva NPDC005819                                    NZ_JBEXXF010000001.1  336462    344022    5.1134   0        1        1        1      
Micromonospora parva NPDC049180                                    NZ_JBEZDH010000005.1  518988    526548    5.1133   0        1        1        1      
Micromonospora parva NPDC000140                                    NZ_JBIAZM010000004.1  606342    613902    5.1135   0        1        1        1      
Micromonospora parva NPDC093229                                    NZ_JBIVNW010000005.1  695506    703066    5.1134   0        1        1        1      
Micromonospora parva NRRL B-2680                                   NZ_JNZS01000004.1     309452    317012    5.1135   0        1        1        1      
Micromonospora parva NPDC049086                                    NZ_JBEZEJ010000011.1  206583    214143    5.1132   0        1        1        1      
Micromonospora parva NPDC049063                                    NZ_JBEZET010000008.1  166582    174142    5.1132   0        1        1        1      
Micromonospora parva NPDC049076                                    NZ_JBICTH010000001.1  824460    832020    5.1129   0        1        1        1      
Micromonospora parva NPDC048896                                    NZ_JBEZFX010000012.1  29629     37189     5.1132   0        1        1        1      
Micromonospora parva NPDC060144                                    NZ_JBHWXY010000004.1  263958    271516    5.1133   0        1        1        1      
Micromonospora parva NPDC058946                                    NZ_JBHYKU010000008.1  29548     37106     5.1131   0        1        1        1      
Micromonospora parva NPDC049720                                    NZ_JBFANK010000001.1  29542     37102     5.1112   0        1        1        1      
Micromonospora salmantinae PSH03                                   NZ_JAKKFG010000043.1  162189    169749    5.1142   0        1        1        1      
Micromonospora vinacea NPDC005311                                  NZ_JBEXGK010000003.1  363090    370650    5.1143   0        1        1        1      
Micromonospora vinacea DSM 101695                                  NZ_JADOTY010000001.1  2606575   2614135   5.1142   0        1        1        1      
Micromonospora vinacea NPDC088380                                  NZ_JBFBIF010000016.1  20668     28228     5.1140   0        1        1        1      
Amycolatopsis balhimycina FH 1894 DSM 44591                        NZ_KB913037.1         1394617   1401350   5.1145   0        1        1        1      
Amycolatopsis balhimycina DSM 5908                                 NZ_QHHU01000010.1     130995    137728    5.1145   0        1        1        1      
Micromonospora trifolii NIE79                                      NZ_JAKKFD010000066.1  207707    215267    5.1141   0        1        1        1      
Micromonospora arida NPDC005178                                    NZ_JBEXIG010000002.1  164165    171725    5.1141   0        1        1        1      
Micromonospora arida NPDC005848                                    NZ_JBEXWX010000008.1  105366    112926    5.1141   0        1        1        1      
Micromonospora arida NPDC005671                                    NZ_JBEXYX010000008.1  247472    255032    5.1143   0        1        1        1      
Micromonospora arida NPDC005108                                    NZ_JBIALA010000001.1  1109966   1117526   5.1142   0        1        1        1      
Micromonospora arida NPDC005084                                    NZ_JBIALC010000002.1  527742    535302    5.1142   0        1        1        1      
Micromonospora arida LB32                                          NZ_QGSY01000299.1     12274     19834     5.1143   0        1        1        1      
Micromonospora arida NPDC005542                                    NZ_JBEXDI010000001.1  283625    291185    5.1142   0        1        1        1      
Micromonospora alfalfae MED01                                      NZ_JAKKFH010000034.1  184708    192268    5.1142   0        1        1        1      
Micromonospora saelicesensis DSM 44871                             NZ_FMCR01000001.1     769482    777042    5.1140   0        1        1        1      
Micromonospora saelicesensis GAR05                                 NZ_PXXW01000065.1     31863     39423     5.1139   0        1        1        1      
Micromonospora saelicesensis PSN13                                 NZ_PYAG01000033.1     611678    619238    5.1143   0        1        1        1      
Micromonospora saelicesensis GAR06                                 NZ_PYAH01000058.1     105930    113490    5.1141   0        1        1        1      
Micromonospora saelicesensis PSN01                                 NZ_PYAI01000454.1     32912     40472     5.1141   0        1        1        1      
Micromonospora saelicesensis Lupac 06                              NZ_PYAJ01000025.1     139798    147358    5.1141   0        1        1        1      
Micromonospora noduli NPDC049364                                   NZ_JBFAQI010000001.1  1246919   1254479   5.1140   0        1        1        1      
Micromonospora noduli LAH08                                        NZ_PYAA01000001.1     143894    151454    5.1140   0        1        1        1      
Micromonospora noduli Lupac 07                                     NZ_PYAB01000016.1     108371    115931    5.1140   0        1        1        1      
Micromonospora noduli MED15                                        NZ_PYAC01000008.1     299903    307463    5.1140   0        1        1        1      
Micromonospora noduli ONO23                                        NZ_PYAD01000085.1     120176    127736    5.1141   0        1        1        1      
Micromonospora noduli ONO86                                        NZ_PYAE01000368.1     32390     39950     5.1139   0        1        1        1      
Micromonospora noduli GUI43                                        NZ_PYAK01000009.1     142131    149691    5.1140   0        1        1        1      
Micromonospora noduli ALFpr19a                                     NZ_WBKQ01000043.1     8041      15601     5.1142   0        1        1        1      
Micromonospora hortensis NIE111                                    NZ_JAKKFE010000011.1  143817    151377    5.1139   0        1        1        1      
Streptomonospora sp. PA3                                           NZ_VTZW01000009.1     335594    342913    4.1125   0        1        1        1      
Micromonospora violae NPDC023955                                   NZ_JBEZZO010000001.1  828044    835601    5.1135   0        1        1        1      
Micromonospora violae DSM 45888                                    NZ_SHKK01000001.1     6292835   6300392   5.1134   0        1        1        1      
Micromonospora foliorum PSH25                                      NZ_JAKKFF010000012.1  21589     29149     5.1143   0        1        1        1      
Jidongwangia harbinensis NEAU-J3                                   NZ_JAIWNC010000060.1  14860     17674     5.1122   0        1        1        1      
Micromonospora halophytica DSM 43171                               NZ_FMDN01000012.1     163766    166531    5.1107   0        1        1        1      
Microbispora rosea NPDC049532                                      NZ_JBITLZ010000003.1  306491    309254    5.1064   0        1        1        1      
Microbispora rosea NPDC050170                                      NZ_JBITJJ010000003.1  88363     91126     5.1063   0        1        1        1      
Microbispora rosea ATCC 12950                                      NZ_FTNI01000036.1     19347     22110     5.1064   0        1        1        1      
Microbispora rosea NPDC049629                                      NZ_JBFAOP010000024.1  49145     51908     5.1060   0        1        1        1      
Microbispora rosea NPDC001803                                      NZ_JBIAUA010000004.1  570099    572862    5.1063   0        1        1        1      
Microbispora rosea NPDC052259                                      NZ_JBIUBK010000003.1  324764    327527    5.1060   0        1        1        1      
Microbispora rosea NPDC049586                                      NZ_JBFAPD010000026.1  107710    110473    5.1049   0        1        1        1      
Amycolatopsis cihanbeyliensis DSM 45679                            NZ_VFML01000001.1     222212    239052    5.1133   0        1        1        1      
Streptosporangium carneum JCM 9926                                 NZ_BAAAVD010000008.1  209749    212507    5.1082   0        1        1        1      
Streptosporangium carneum VKM Ac-2007                              NZ_BSEV01000009.1     334780    337538    5.1082   0        1        1        1      
Streptosporangium canum NPDC050337                                 NZ_JBITIV010000021.1  7878      10636     5.1087   0        1        1        1      
Streptosporangium canum NPDC005175                                 NZ_JBEXII010000049.1  7880      10638     5.1087   0        1        1        1      
Streptosporangium canum NPDC005111                                 NZ_JBEXIS010000051.1  7880      10638     5.1087   0        1        1        1      
Streptosporangium canum CGMCC 4.2126                               NZ_FOQY01000002.1     71411     74169     5.1079   0        1        1        1      
Streptosporangium canum NPDC049116                                 NZ_JBEZDZ010000004.1  435021    437779    5.1079   0        1        1        1      
Streptosporangium canum NPDC050573                                 NZ_JBFAJB010000022.1  7994      10752     5.1079   0        1        1        1      
Streptosporangium canum NPDC050356                                 NZ_JBITIS010000015.1  130573    133331    5.1079   0        1        1        1      
Streptosporangium canum NPDC059634                                 NZ_JBHWDH010000002.1  405793    408551    5.1089   0        1        1        1      
Streptosporangium canum NPDC059660                                 NZ_JBHWED010000033.1  92125     94883     5.1086   0        1        1        1      
Streptosporangium canum NPDC050160                                 NZ_JBITJN010000037.1  92189     94947     5.1086   0        1        1        1      
Streptosporangium canum NPDC049659                                 NZ_JBFAOD010000017.1  7832      10590     5.1084   0        1        1        1      
Streptomyces dysideae RV15                                         NZ_KQ949082.1         257903    263803    4.1033   0        1        1        1      
Streptomyces sp. DSS69                                             NZ_CP142147.1         2108505   2118128   5.1077   0        1        1        1      
Nonomuraea indica NPDC049503                                       NZ_JBITMB010000004.1  42573     45358     5.1087   0        1        1        1      
Nonomuraea indica DRQ-2                                            NZ_KZ559477.1         188175    190960    5.1086   0        1        1        1      
Nocardiopsis rhodophaea JCM 15313                                  NZ_BAAAPC010000020.1  27294     30091     5.1085   0        1        1        1      
Nocardiopsis rosea JCM 15314                                       NZ_BAAAPD010000037.1  10324     13121     5.1085   0        1        1        1      
Streptosporangium roseum NRRL B-2638                               NZ_JOEP01000080.1     20731     23489     5.1084   0        1        1        1      
Streptosporangium roseum NPDC002897                                NZ_JBEOUZ010000129.1  8160      10918     5.1082   0        1        1        1      
Streptosporangium roseum NPDC002705                                NZ_JBEPFU010000067.1  8012      10770     5.1082   0        1        1        1      
Streptomyces arboris TRM68085                                      NZ_VYUA01000001.1     167968    177333    5.1079   0        1        1        1      
Microtetraspora sp. NBRC 13810                                     NZ_BSRQ01000003.1     488379    491137    5.1070   0        1        1        1      
Nonomuraea glycinis NPDC005293                                     NZ_JBEXGQ010000021.1  67346     87299     4.1061   0        1        1        1      
Nonomuraea monospora JCM 16114                                     NZ_BAAAQX010000009.1  343411    346190    5.1110   0        1        1        1      
Streptosporangium minutum M26                                      NZ_NGFP01000096.1     20381     23139     5.1084   0        1        1        1      
Nonomuraea endophytica NPDC051957                                  NZ_JBIUCD010000037.1  81633     84397     5.1097   0        1        1        1      
Nonomuraea endophytica NPDC051957                                  NZ_JBIUCD010000007.1  246484    258412    4.1026   0        1        1        1      
Nonomuraea endophytica DSM 45385                                   NZ_JACHIN010000013.1  47399     50163     5.1092   0        1        1        1      
Embleya scabrispora NF3                                            NZ_MWQN01000001.1     2035006   2037774   5.1080   0        1        1        1      
Thermostaphylospora chromogena DSM 43794                           NZ_FNKK01000002.1     350404    353572    5.1076   0        1        1        1      
Actinomadura algeriensis DSM 46744                                 NZ_JADBDZ010000001.1  387894    390808    5.1062   0        1        1        1      
Streptomonospora wellingtoniae DSM 45055                           NZ_JAVREK010000020.1  4001      6756      5.1078   0        1        1        1      
Streptomyces turgidiscabies Car8                                   NZ_AEJB01000076.1     5371      8187      5.1004   0        1        1        1      
Streptomyces turgidiscabies ZRIMU953                               NZ_JBJVMO010000001.1  643725    646541    5.1004   0        1        1        1      
Streptomyces turgidiscabies ZRIMU871                               NZ_JBJVMQ010000004.1  487298    490114    5.1004   0        1        1        1      
Streptomyces turgidiscabies ZRIMU865                               NZ_JBJVMR010000002.1  15499     18315     5.1004   0        1        1        1      
Streptomyces turgidiscabies ZRIMU5051                              NZ_JBJVMY010000034.1  105347    108163    5.1004   0        1        1        1      
Streptomyces turgidiscabies ZRIMU1534                              NZ_JBJVNH010000032.1  105347    108163    5.1004   0        1        1        1      
Streptomyces turgidiscabies ZRIMU1359                              NZ_JBJVNL010000006.1  191711    194527    5.1004   0        1        1        1      
Streptomyces turgidiscabies ZRIMU1350                              NZ_JBJVNM010000002.1  191687    194503    5.1004   0        1        1        1      
Streptomyces turgidiscabies ZRIMU1331                              NZ_JBJVNN010000004.1  141108    143924    5.1004   0        1        1        1      
Streptomyces turgidiscabies NBRC 16081                             AB698625.1            0         2816      5.1004   0        1        1        1      
Streptomyces turgidiscabies T45                                    BCMN01000020.1        61764     64580     5.1004   0        1        1        1      
Streptomyces turgidiscabies JCM 10429                              NZ_BAAAGY010000006.1  30656     33472     5.1002   0        1        1        1      
Streptomyces turgidiscabies ATCC 700248                            NZ_JARAZP010000005.1  432072    434888    5.1002   0        1        1        1      
Nocardiopsis trehalosi NBRC 14201                                  NZ_BCRK01000251.1     4145      6933      5.1062   0        1        1        1      
Streptomyces chengmaiensis HNM0663                                 NZ_JARWBG010000021.1  44572     51702     4.1048   0        1        1        1      
Nonomuraea africana JCM 6240                                       NZ_BAAASY010000011.1  47044     49825     5.1101   0        1        1        1      
Nonomuraea africana DSM 43748                                      NZ_JADBEF010000001.1  4859018   4861799   5.1101   0        1        1        1      
Nonomuraea africana NPDC050248                                     NZ_JBFAKZ010000031.1  27370     30151     5.1100   0        1        1        1      
Nonomuraea africana NPDC050268                                     NZ_JBITJB010000005.1  673580    676361    5.1100   0        1        1        1      
Dactylosporangium vinaceum NRRL B-16297                            NZ_CP061913.1         3968724   3978628   5.1171   0        1        1        2      
Dactylosporangium vinaceum JCM 3307                                NZ_JBHMCA010000020.1  163313    173217    5.1171   0        1        1        2      
Nonomuraea helvata JCM 3143                                        NZ_BAAAXV010000001.1  2156428   2159186   5.1064   0        1        1        1      
Sphaerisporangium corydalis NEAU-YHS15                             NZ_JANZYP010000002.1  148628    151399    5.1055   0        1        1        1      
Sphaerisporangium corydalis NEAU-YHS15                             NZ_JANZYP010000001.1  109935    112818    5.1042   0        1        1        1      
Sphaerisporangium corydalis CCUG 49560                             NZ_JBHSFN010000010.1  148628    151399    5.1055   0        1        1        1      
Sphaerisporangium corydalis CCUG 49560                             NZ_JBHSFN010000009.1  198160    201043    5.1042   0        1        1        1      
Actinomadura hibisca NBRC 15177                                    NZ_BCRO01000124.1     20825     23563     5.1039   0        1        1        1      
Nonomuraea rubra DSM 43768                                         NZ_JACHMI010000001.1  12147437  12150213  5.1119   0        1        1        1      
Nonomuraea rubra NPDC000210                                        NZ_JBEPEP010000003.1  6530      9306      5.1119   0        1        1        1      
Nonomuraea rubra NPDC050313                                        NZ_JBFAKO010000018.1  279531    282307    5.1119   0        1        1        1      
Nonomuraea rubra JCM 3389                                          NZ_JBHMCK010000046.1  6493      9269      5.1119   0        1        1        1      
Nonomuraea rubra CGMCC 1.12671                                     NZ_JBHSUX010000001.1  4723516   4726292   5.1119   0        1        1        1      
Nonomuraea rubra CGMCC 1.12471                                     NZ_JBHSYG010000012.1  149083    151859    5.1119   0        1        1        1      
Sphaerisporangium fuscum H8589                                     NZ_JAHDTF010000008.1  88378     91145     5.1047   0        1        1        1      
Sphaerisporangium fuscum H8589                                     NZ_JAHDTF010000006.1  211237    214103    5.1040   0        1        1        1      
Kitasatospora aburaviensis JCM 4613                                NZ_BAAAVH010000050.1  81470     89427     5.1076   0        1        1        1      
Kitasatospora aburaviensis KCTC 22506                              NZ_JBHSOD010000003.1  187815    195772    5.1076   0        1        1        1      
Nonomuraea thailandensis JCM 18408                                 NZ_BAABKA010000091.1  44802     47578     5.1104   0        1        1        1      
Nonomuraea thailandensis DSM 46694                                 NZ_JAMZEB010000002.1  9800235   9803011   5.1104   0        1        1        1      
Nonomuraea thailandensis CCUG 30090                                NZ_JBHSUE010000087.1  44799     47575     5.1104   0        1        1        1      
Actinomadura vinacea JCM 3325                                      NZ_BAAARW010000006.1  411030    413800    5.1034   0        1        1        1      
Actinomadura vinacea JCM 3325                                      NZ_BAAARW010000016.1  37248     40033     5.1003   0        1        1        1      
Kitasatospora kifunensis DSM 41654                                 NZ_JACHJV010000001.1  4474609   4479656   4.1059   0        1        1        1      
Sphaerisporangium rufum NBRC 109079                                NZ_BOOU01000085.1     27390     30160     5.1035   0        1        1        1      
Sphaerisporangium rufum NBRC 109079                                NZ_BOOU01000053.1     134399    137189    5.1010   0        1        1        1      
Streptomyces humicola RB6PN25                                      NZ_JANFNG010000032.1  39781     44426     4.1048   0        1        1        1      
Kitasatospora kazusensis JCM 14560                                 NZ_BAAANT010000029.1  43796     48828     4.1032   0        1        1        1      
Nonomuraea longispora KC201                                        NZ_SMJZ01000031.1     40627     43403     5.1055   0        1        1        1      
Micromonospora kangleipakensis DSM 45612                           NZ_SHLD01000001.1     2771803   2785796   4.1061   0        1        1        1      
Actinoallomurus vinaceus JCM 17939                                 NZ_BAABHK010000024.1  109919    112766    5.1077   0        1        1        1      
Nonomuraea cypriaca K274                                           NZ_JADOGI010000139.1  13106     15849     5.1050   0        1        1        1      
Fodinicola acaciae GKU 173                                         NZ_WOTN01000001.1     2415953   2418702   5.1044   0        1        1        1      
Micromonospora veneta CAP181                                       NZ_JAEMUW010000004.1  355669    369710    4.1056   0        1        1        1      
Microbispora hainanensis DSM 45428                                 NZ_VIRM01000004.1     267150    279334    4.1066   0        1        1        1      
Micromonospora sicca 4G53                                          NZ_JAXOTQ010000042.1  18184     32207     4.1055   0        1        1        1      
Micromonospora sicca 4G57                                          NZ_JAXOTR010000008.1  208081    222104    4.1055   0        1        1        1      
Streptomyces olivaceoviridis NPDC058767                            NZ_JBHYPK010000011.1  146347    149159    5.1120   0        1        1        1      
Streptomyces olivaceoviridis NPDC058732                            NZ_JBHYQQ010000006.1  146196    149008    5.1118   0        1        1        1      
Streptomyces olivaceoviridis NPDC020479                            NZ_JBIRVB010000027.1  42764     45576     5.1107   0        1        1        1      
Streptomyces olivaceoviridis NPDC020335                            NZ_JBIRWA010000023.1  47617     50429     5.1107   0        1        1        1      
Streptomyces olivaceoviridis NPDC020553                            NZ_JBIRUT010000008.1  362174    364986    5.1117   0        1        1        1      
Streptomyces olivaceoviridis NPDC020295                            NZ_JBIRWM010000018.1  92088     94900     5.1117   0        1        1        1      
Streptomyces olivaceoviridis NPDC000926                            NZ_JBEPBV010000003.1  110454    113266    5.1102   0        1        1        1      
Streptomyces olivaceoviridis NPDC012892                            NZ_JBIBBL010000012.1  90070     92870     5.1121   0        1        1        1      
Streptomyces olivaceoviridis NPDC007702                            NZ_JBIAEW010000006.1  367829    370629    5.1118   0        1        1        1      
Streptomyces olivaceoviridis NPDC004375                            NZ_JBEXLW010000017.1  108527    111339    5.1084   0        1        1        1      
Carbonactinospora thermoautotrophica UBT1                          NZ_JYIJ01000014.1     36896     39684     5.1051   0        1        1        1      
Carbonactinospora thermoautotrophica UBT1                          NZ_JYIK01001006.1     4943      7731      5.1051   0        1        1        1      
Carbonactinospora thermoautotrophica UBT1                          JYIK01001006.1        4943      7731      5.1051   0        1        1        1      
Micromonospora sp. GCM10011541 ATA39                               NZ_JBHSBP010000055.1  519096    533119    4.1055   0        1        1        1      
Nonomuraea mesophila 6K102                                         NZ_SMLD01000025.1     40720     43496     5.1050   0        1        1        1      
Kitasatospora nipponensis JCM 13004                                NZ_BAAALF010000150.1  6044      11154     4.1025   0        1        1        1      
Streptomyces corchorusii DSM 40340                                 NZ_KQ948366.1         91998     94810     5.1117   0        1        1        1      
Nonomuraea polychroma DSM 43925                                    NZ_SAUN01000001.1     7376565   7395677   5.1042   0        1        1        1      
Streptomyces triticirhizae NEAU-YY642                              NZ_RFFJ01000144.1     8176      11085     5.1049   0        1        1        1      
Streptomonospora arabica JCM 16007                                 NZ_BAAAQI010000009.1  149740    152719    5.1092   0        1        1        1      
Streptomonospora arabica CGMCC 4.7304                              NZ_JBHSIY010000002.1  44611     47590     5.1092   0        1        1        1      
Sphaerisporangium melleum JCM 13064                                NZ_BMNT01000029.1     46091     48984     5.1059   0        1        1        1      
Sphaerisporangium melleum JCM 13064                                NZ_JBHMEE010000059.1  142790    145683    5.1059   0        1        1        1      
Sphaerisporangium melleum NBRC 107356                              NZ_BOOT01000031.1     46041     48934     5.1059   0        1        1        1      
Catellatospora citrea NBRC 14495                                   NZ_BONH01000001.1     338119    345078    4.1068   0        1        1        1      
Catellatospora citrea DSM 44097                                    NZ_RAPR01000001.1     2207336   2214295   4.1068   0        1        1        1      
Catellatospora citrea NPDC049146                                   NZ_JBEZDQ010000001.1  248387    255277    4.1060   0        1        1        1      
Sphaerisporangium dianthi CCUG 46809                               NZ_JBHSFP010000025.1  5550      8351      5.1046   0        1        1        1      
Actinoallomurus liliacearum JCM 17938                              NZ_BAABHJ010000035.1  10170     13026     5.1084   0        1        1        1      
Catellatospora vulcania NEAU-JM1                                   NZ_WARX01000020.1     242380    249300    4.1056   0        1        1        1      
Streptomyces mimosae 3MP-10                                        NZ_VDLY02000002.1     448632    451538    5.1048   0        1        1        1      
Actinoalloteichus fjordicus ADI127-7                               NZ_CP016076.1         2459617   2462560   5.1039   0        1        1        1      
Actinoalloteichus sp. GBA129-24                                    NZ_CP016077.1         2465583   2468526   5.1039   0        1        1        1      
Streptomyces musisoli CH5-8                                        NZ_JAERRH010000007.1  55646     58506     5.1140   0        1        1        1      
Catellatospora sichuanensis H14505                                 NZ_VIQO01000001.1     410325    417411    4.1062   0        1        1        1      
Actinoallomurus sp. NPDC052308                                     NZ_JBFAUM010000054.1  10142     12998     5.1082   0        1        1        1      
Amycolatopsis tolypomycina NPDC005997                              NZ_JBEXUJ010000139.1  11041     15710     4.1027   0        1        1        1      
Amycolatopsis tolypomycina DSM 44544                               NZ_FNSO01000004.1     2545256   2549925   4.1026   0        1        1        1      
Amycolatopsis camponoti A23                                        NZ_CABVGP010000002.1  1558631   1563321   4.1036   0        1        1        1      
Catellatospora paridis NEAU-CL2                                    NZ_ML769314.1         598380    605283    4.1066   0        1        1        1      
Catellatospora coxensis JCM 12951                                  NZ_BAAALC010000009.1  132558    139487    4.1059   0        1        1        1      
Catellatospora coxensis NBRC 107359                                NZ_BONI01000001.1     307021    313950    4.1060   0        1        1        1      
Streptomyces sp. Y2F8-2 Y2F8_2                                     NZ_BNGS01000010.1     9574      12455     5.1035   0        1        1        1      
Catellatospora chokoriensis JCM 12950                              NZ_BAAALB010000004.1  63021     70114     4.1056   0        1        1        1      
Catellatospora chokoriensis NBRC 107358                            NZ_BONG01000001.1     317366    324459    4.1056   0        1        1        1      
Catellatospora chokoriensis 2-25(1)                                NZ_JAAOTI010000021.1  104355    111448    4.1056   0        1        1        1      
Catellatospora sp. KI3                                             NZ_JASAMB010000015.1  103340    110200    4.1082   0        1        1        1      
Catellatospora sp. NPDC049111                                      NZ_JBEZEB010000009.1  211362    218292    4.1051   0        1        1        1      
